species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Emys orbicularis,NC_088683.1,373.88502,2985,7.983737888,2.309740635
Emys orbicularis,NC_088684.1,300.499247,1994,6.635623949,2.309740635
Emys orbicularis,NC_088685.1,217.678973,1376,6.321235262,2.309740635
Emys orbicularis,NC_088686.1,158.421364,1709,10.78768644,2.309740635
Emys orbicularis,NC_088687.1,146.456333,894,6.104208549,2.309740635
Emys orbicularis,NC_088688.1,137.743343,845,6.134597735,2.309740635
Emys orbicularis,NC_088689.1,131.897773,1162,8.809853067,2.309740635
Emys orbicularis,NC_088690.1,114.201796,1060,9.281815498,2.309740635
Emys orbicularis,NC_088691.1,107.854333,894,8.288957663,2.309740635
Emys orbicularis,NC_088692.1,91.255289,920,10.08160743,2.309740635
Emys orbicularis,NC_088693.1,81.296055,651,8.007768643,2.309740635
Emys orbicularis,NC_088694.1,56.08652,1194,21.28853778,2.309740635
Emys orbicularis,NC_088695.1,51.050369,1203,23.56496189,2.309740635
Emys orbicularis,NC_088696.1,46.357444,458,9.87975092,2.309740635
Emys orbicularis,NC_088697.1,34.905662,1007,28.84918785,2.309740635
Emys orbicularis,NC_088698.1,34.215272,439,12.83052784,2.309740635
Emys orbicularis,NC_088699.1,29.610363,390,13.17106447,2.309740635
Emys orbicularis,NC_088700.1,27.602313,353,12.78878332,2.309740635
Emys orbicularis,NC_088701.1,25.151755,538,21.39015747,2.309740635
Emys orbicularis,NC_088702.1,24.827515,694,27.95285795,2.309740635
Emys orbicularis,NC_088704.1,24.115629,290,12.02539648,2.309740635
Emys orbicularis,NC_088705.1,22.044855,290,13.15499694,2.309740635
Emys orbicularis,NC_088703.1,21.976372,401,18.24686987,2.309740635
Emys orbicularis,NC_088706.1,18.487242,361,19.52697974,2.309740635
Emys orbicularis,NC_088707.1,18.164433,352,19.37852946,2.309740635
