species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Coregonus suidteri,CM072218.1,111.150333,1572,14.14300756,2.294266309
Coregonus suidteri,CM072219.1,96.455392,2095,21.71988477,2.294266309
Coregonus suidteri,CM072220.1,86.486637,1603,18.53465524,2.294266309
Coregonus suidteri,CM072221.1,77.072481,1394,18.08687072,2.294266309
Coregonus suidteri,CM072222.1,66.274743,1059,15.97893786,2.294266309
Coregonus suidteri,CM072223.1,65.901309,1125,17.07098109,2.294266309
Coregonus suidteri,CM072224.1,64.81645,1006,15.52075129,2.294266309
Coregonus suidteri,CM072225.1,62.702801,1098,17.51117944,2.294266309
Coregonus suidteri,CM072226.1,60.910801,982,16.12193542,2.294266309
Coregonus suidteri,CM072227.1,59.975266,1127,18.79107964,2.294266309
Coregonus suidteri,CM072228.1,57.549938,997,17.32408469,2.294266309
Coregonus suidteri,CM072229.1,57.120222,1008,17.64699024,2.294266309
Coregonus suidteri,CM072230.1,56.48096,922,16.32408514,2.294266309
Coregonus suidteri,CM072231.1,55.577758,966,17.38105377,2.294266309
Coregonus suidteri,CM072232.1,55.385456,1351,24.39268533,2.294266309
Coregonus suidteri,CM072233.1,54.97541,1040,18.91754877,2.294266309
Coregonus suidteri,CM072235.1,53.796458,796,14.79651318,2.294266309
Coregonus suidteri,CM072234.1,53.782622,786,14.61438604,2.294266309
Coregonus suidteri,CM072236.1,53.559879,1012,18.89474022,2.294266309
Coregonus suidteri,CM072237.1,53.049127,865,16.30564062,2.294266309
Coregonus suidteri,CM072238.1,52.857506,912,17.25393551,2.294266309
Coregonus suidteri,CM072239.1,51.888971,943,18.17341878,2.294266309
Coregonus suidteri,CM072240.1,51.498484,863,16.75777485,2.294266309
Coregonus suidteri,CM072241.1,51.216511,1005,19.62257835,2.294266309
Coregonus suidteri,CM072242.1,49.998982,896,17.92036486,2.294266309
Coregonus suidteri,CM072243.1,49.975755,802,16.04778157,2.294266309
Coregonus suidteri,CM072244.1,48.183496,1243,25.79721488,2.294266309
Coregonus suidteri,CM072245.1,46.778871,692,14.79300345,2.294266309
Coregonus suidteri,CM072246.1,46.546196,785,16.86496572,2.294266309
Coregonus suidteri,CM072247.1,45.967461,760,16.53343438,2.294266309
Coregonus suidteri,CM072248.1,45.737605,768,16.79143453,2.294266309
Coregonus suidteri,CM072249.1,45.732582,791,17.29620252,2.294266309
Coregonus suidteri,CM072250.1,45.504407,780,17.1411969,2.294266309
Coregonus suidteri,CM072251.1,44.970409,733,16.29960715,2.294266309
Coregonus suidteri,CM072252.1,44.88044,871,19.40711811,2.294266309
Coregonus suidteri,CM072253.1,44.687912,625,13.98588504,2.294266309
Coregonus suidteri,CM072254.1,42.206399,550,13.03119937,2.294266309
Coregonus suidteri,CM072255.1,40.488129,534,13.18905104,2.294266309
Coregonus suidteri,CM072256.1,37.302169,667,17.88099775,2.294266309
Coregonus suidteri,CM072257.1,18.02037,315,17.48021822,2.294266309
