species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Lathamus discolor,NC_088884.1,166.042398,2246,13.52666564,1.241003407
Lathamus discolor,NC_088885.1,160.321228,1885,11.75764447,1.241003407
Lathamus discolor,NC_088886.1,152.777856,2687,17.58762736,1.241003407
Lathamus discolor,NC_088887.1,128.178914,1525,11.89743268,1.241003407
Lathamus discolor,NC_088888.1,126.105786,1668,13.22699024,1.241003407
Lathamus discolor,NC_088909.1,112.479095,1465,13.02464249,1.241003407
Lathamus discolor,NC_088889.1,92.447886,1823,19.71921781,1.241003407
Lathamus discolor,NC_088908.1,41.828657,325,7.769792848,1.241003407
Lathamus discolor,NC_088890.1,25.242751,498,19.7284361,1.241003407
Lathamus discolor,NC_088891.1,24.110376,567,23.51684603,1.241003407
Lathamus discolor,NC_088892.1,23.640227,454,19.20455332,1.241003407
Lathamus discolor,NC_088893.1,21.296612,495,23.2431337,1.241003407
Lathamus discolor,NC_088894.1,15.961867,442,27.6909963,1.241003407
Lathamus discolor,NC_088895.1,15.364891,460,29.93838355,1.241003407
Lathamus discolor,NC_088896.1,13.125922,448,34.13093572,1.241003407
Lathamus discolor,NC_088897.1,12.832916,453,35.29984923,1.241003407
Lathamus discolor,NC_088898.1,11.94421,367,30.72618449,1.241003407
Lathamus discolor,NC_088899.1,8.626599,302,35.00800257,1.241003407
Lathamus discolor,NC_088900.1,7.465018,238,31.88203967,1.241003407
Lathamus discolor,NC_088901.1,7.175115,303,42.22928831,1.241003407
Lathamus discolor,NC_088902.1,7.134534,309,43.31046709,1.241003407
Lathamus discolor,NC_088903.1,6.152606,448,72.81467398,1.241003407
Lathamus discolor,NC_088904.1,5.426403,332,61.18233386,1.241003407
Lathamus discolor,NC_088905.1,5.145789,212,41.19873551,1.241003407
Lathamus discolor,NC_088906.1,3.065046,182,59.37920671,1.241003407
Lathamus discolor,NC_088907.1,2.887175,315,109.1031891,1.241003407
