species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Anolis sagrei,NC_090021.1,345.351809,3401,9.847928725,1.95083097
Anolis sagrei,NC_090022.1,303.797097,4105,13.51230818,1.95083097
Anolis sagrei,NC_090023.1,274.751559,2488,9.055453622,1.95083097
Anolis sagrei,NC_090024.1,249.210491,2571,10.31658013,1.95083097
Anolis sagrei,NC_090025.1,200.699099,1886,9.397152301,1.95083097
Anolis sagrei,NC_090026.1,134.545344,2372,17.62974421,1.95083097
Anolis sagrei,NC_090034.1,110.490302,1983,17.94727649,1.95083097
Anolis sagrei,NC_090035.1,84.701418,1139,13.4472365,1.95083097
Anolis sagrei,NC_090027.1,46.138902,487,10.5550843,1.95083097
Anolis sagrei,NC_090028.1,44.317406,466,10.51505587,1.95083097
Anolis sagrei,NC_090029.1,38.537529,437,11.33959575,1.95083097
Anolis sagrei,NC_090030.1,37.370496,373,9.981135921,1.95083097
Anolis sagrei,NC_090031.1,35.698984,661,18.51593311,1.95083097
Anolis sagrei,NC_090032.1,23.145342,577,24.92942208,1.95083097
Anolis sagrei,NC_090033.1,20.615963,387,18.7718614,1.95083097
