species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Salmo trutta,NC_042968.1,97.529106,2131,21.84988756,2.371880186
Salmo trutta,NC_042969.1,91.488822,1970,21.53268516,2.371880186
Salmo trutta,NC_042970.1,86.253525,2382,27.61626264,2.371880186
Salmo trutta,NC_042957.1,81.542925,2240,27.47019438,2.371880186
Salmo trutta,NC_042958.1,75.345318,1384,18.36875916,2.371880186
Salmo trutta,NC_042959.1,74.753489,1995,26.68771755,2.371880186
Salmo trutta,NC_042960.1,73.16896,1976,27.00598724,2.371880186
Salmo trutta,NC_042961.1,67.763595,1560,23.02121073,2.371880186
Salmo trutta,NC_042971.1,66.900148,1408,21.04629126,2.371880186
Salmo trutta,NC_042972.1,61.349433,1318,21.48349114,2.371880186
Salmo trutta,NC_042962.1,60.103141,1293,21.51301876,2.371880186
Salmo trutta,NC_042963.1,59.83733,1194,19.95409889,2.371880186
Salmo trutta,NC_042973.1,59.764774,1256,21.01572408,2.371880186
Salmo trutta,NC_042974.1,59.142494,963,16.28270867,2.371880186
Salmo trutta,NC_042975.1,56.583805,1465,25.89080038,2.371880186
Salmo trutta,NC_042976.1,55.161844,977,17.71151813,2.371880186
Salmo trutta,NC_042977.1,52.72804,1343,25.47031902,2.371880186
Salmo trutta,NC_042978.1,52.209666,1069,20.47513577,2.371880186
Salmo trutta,NC_042979.1,51.488243,1315,25.5398111,2.371880186
Salmo trutta,NC_042964.1,51.188276,1514,29.57708519,2.371880186
Salmo trutta,NC_042980.1,50.333583,1124,22.33101506,2.371880186
Salmo trutta,NC_042965.1,49.359203,1088,22.0424953,2.371880186
Salmo trutta,NC_042981.1,48.970219,925,18.88903131,2.371880186
Salmo trutta,NC_042982.1,48.699937,1082,22.21768788,2.371880186
Salmo trutta,NC_042966.1,46.595448,950,20.38825767,2.371880186
Salmo trutta,NC_042983.1,46.405705,1043,22.47568483,2.371880186
Salmo trutta,NC_042984.1,46.383311,1288,27.76860841,2.371880186
Salmo trutta,NC_042985.1,46.063367,1002,21.75264348,2.371880186
Salmo trutta,NC_042986.1,45.787633,1211,26.44818962,2.371880186
Salmo trutta,NC_042987.1,45.589842,1227,26.91389016,2.371880186
Salmo trutta,NC_042988.1,44.953446,1415,31.47700846,2.371880186
Salmo trutta,NC_042989.1,44.893998,966,21.51735294,2.371880186
Salmo trutta,NC_042990.1,42.900288,1143,26.64317778,2.371880186
Salmo trutta,NC_042991.1,41.918599,861,20.53980859,2.371880186
Salmo trutta,NC_042992.1,41.684595,951,22.81418351,2.371880186
Salmo trutta,NC_042993.1,35.205783,1105,31.38688891,2.371880186
Salmo trutta,NC_042994.1,34.894132,1402,40.17867531,2.371880186
Salmo trutta,NC_042995.1,25.826328,780,30.20173832,2.371880186
Salmo trutta,NC_042996.1,25.483426,673,26.40932189,2.371880186
Salmo trutta,NC_042967.1,22.956941,635,27.66047968,2.371880186
