species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Gopherus flavomarginatus,NC_066617.1,380.496693,3499,9.19587493,2.460542086
Gopherus flavomarginatus,NC_066618.1,303.241278,2363,7.792474743,2.460542086
Gopherus flavomarginatus,NC_066619.1,288.984084,2188,7.571351231,2.460542086
Gopherus flavomarginatus,NC_066620.1,218.343307,1892,8.665253018,2.460542086
Gopherus flavomarginatus,NC_066621.1,162.938067,2108,12.93743101,2.460542086
Gopherus flavomarginatus,NC_066622.1,140.754663,1489,10.57869038,2.460542086
Gopherus flavomarginatus,NC_066623.1,117.497861,1275,10.85126137,2.460542086
Gopherus flavomarginatus,NC_066624.1,115.426582,1199,10.38755527,2.460542086
Gopherus flavomarginatus,NC_066625.1,93.138201,1132,12.1539818,2.460542086
Gopherus flavomarginatus,NC_066626.1,83.026025,786,9.466911128,2.460542086
Gopherus flavomarginatus,NC_066627.1,53.454575,1345,25.16155072,2.460542086
Gopherus flavomarginatus,NC_066628.1,53.032624,1290,24.32464967,2.460542086
Gopherus flavomarginatus,NC_066630.1,45.050073,545,12.09764965,2.460542086
Gopherus flavomarginatus,NC_066631.1,33.882866,525,15.49455704,2.460542086
Gopherus flavomarginatus,NC_066629.1,29.404401,403,13.70543137,2.460542086
Gopherus flavomarginatus,NC_066632.1,28.177783,707,25.09068936,2.460542086
Gopherus flavomarginatus,NC_066633.1,26.72363,419,15.67900768,2.460542086
Gopherus flavomarginatus,NC_066634.1,25.971409,823,31.68869275,2.460542086
Gopherus flavomarginatus,NC_066635.1,25.785801,432,16.75340626,2.460542086
Gopherus flavomarginatus,NC_066636.1,25.724407,731,28.41659285,2.460542086
Gopherus flavomarginatus,NC_066637.1,24.245138,365,15.05456475,2.460542086
Gopherus flavomarginatus,NC_066638.1,19.986813,339,16.96118336,2.460542086
Gopherus flavomarginatus,NC_066639.1,18.708493,607,32.44515739,2.460542086
Gopherus flavomarginatus,NC_066640.1,16.991957,388,22.83433274,2.460542086
Gopherus flavomarginatus,NC_066641.1,15.998561,371,23.18958561,2.460542086
