species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Mauremys mutica,CM035633.1,375.114972,2705,7.211122461,2.48435127
Mauremys mutica,CM035634.1,300.048998,2088,6.958863432,2.48435127
Mauremys mutica,CM035635.1,212.287728,1566,7.37678063,2.48435127
Mauremys mutica,CM035636.1,164.363298,1948,11.85179431,2.48435127
Mauremys mutica,CM035637.1,145.648673,1055,7.243457687,2.48435127
Mauremys mutica,CM035638.1,135.065811,959,7.100242414,2.48435127
Mauremys mutica,CM035639.1,129.870119,1371,10.55670088,2.48435127
Mauremys mutica,CM035640.1,112.858392,1180,10.45558048,2.48435127
Mauremys mutica,CM035641.1,106.458794,1079,10.13537689,2.48435127
Mauremys mutica,CM035642.1,89.363023,667,7.463937293,2.48435127
Mauremys mutica,CM035643.1,86.617258,1038,11.98375502,2.48435127
Mauremys mutica,CM035644.1,83.389883,926,11.10446455,2.48435127
Mauremys mutica,CM035645.1,60.021753,731,12.17891787,2.48435127
Mauremys mutica,CM035646.1,46.874551,528,11.2641079,2.48435127
Mauremys mutica,CM035647.1,39.073946,678,17.35171564,2.48435127
Mauremys mutica,CM035648.1,33.684874,499,14.81377072,2.48435127
Mauremys mutica,CM035649.1,29.929458,588,19.64619607,2.48435127
Mauremys mutica,CM035650.1,29.614513,380,12.83154648,2.48435127
Mauremys mutica,CM035651.1,27.138976,451,16.6181657,2.48435127
Mauremys mutica,CM035652.1,27.129099,665,24.51242483,2.48435127
Mauremys mutica,CM035653.1,25.374012,356,14.03010293,2.48435127
Mauremys mutica,CM035654.1,24.120119,271,11.23543379,2.48435127
Mauremys mutica,CM035655.1,21.70017,356,16.40540143,2.48435127
Mauremys mutica,CM035656.1,18.930342,454,23.98266233,2.48435127
Mauremys mutica,CM035657.1,17.190318,404,23.50160131,2.48435127
Mauremys mutica,CM035658.1,16.588402,35,2.109907874,2.48435127
