species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Saccopteryx bilineata,NC_089490.1,408.423836,5808,14.22052164,2.612309609
Saccopteryx bilineata,NC_089491.1,394.866012,5828,14.75943693,2.612309609
Saccopteryx bilineata,NC_089492.1,317.915018,4434,13.94712344,2.612309609
Saccopteryx bilineata,NC_089493.1,300.074216,3931,13.10009255,2.612309609
Saccopteryx bilineata,NC_089494.1,266.295315,2446,9.185291149,2.612309609
Saccopteryx bilineata,NC_089495.1,211.185682,2341,11.0850318,2.612309609
Saccopteryx bilineata,NC_089502.1,146.82639,1461,9.950527286,2.612309609
Saccopteryx bilineata,NC_089496.1,114.187055,1367,11.97158469,2.612309609
Saccopteryx bilineata,NC_089497.1,99.483923,877,8.815494741,2.612309609
Saccopteryx bilineata,NC_089498.1,96.864226,1321,13.63764575,2.612309609
Saccopteryx bilineata,NC_089499.1,82.72927,971,11.73707927,2.612309609
Saccopteryx bilineata,NC_089500.1,81.423091,915,11.23759844,2.612309609
Saccopteryx bilineata,NC_089501.1,59.328784,615,10.36596334,2.612309609
