species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Gorilla gorilla gorilla,NC_073224.2,243.847345,4222,17.31411101,3.545850636
Gorilla gorilla gorilla,NC_073227.2,215.373162,1813,8.417947636,3.545850636
Gorilla gorilla gorilla,NC_086017.1,215.253457,2260,10.49925066,3.545850636
Gorilla gorilla gorilla,NC_073229.2,199.452338,2278,11.42127499,3.545850636
Gorilla gorilla gorilla,NC_073228.2,195.332687,2773,14.19629271,3.545850636
Gorilla gorilla gorilla,NC_073247.2,177.558554,1668,9.394084162,3.545850636
Gorilla gorilla gorilla,NC_073230.2,170.803427,2042,11.95526364,3.545850636
Gorilla gorilla gorilla,NC_073231.2,158.533252,1546,9.75189735,3.545850636
Gorilla gorilla gorilla,NC_073234.2,154.228409,1948,12.63061723,3.545850636
Gorilla gorilla gorilla,NC_073232.2,150.80413,1533,10.16550409,3.545850636
Gorilla gorilla gorilla,NC_073235.2,150.248535,1389,9.244682486,3.545850636
Gorilla gorilla gorilla,NC_073233.2,147.876701,2273,15.37091364,3.545850636
Gorilla gorilla gorilla,NC_073236.2,145.906006,1464,10.033857,3.545850636
Gorilla gorilla gorilla,NC_073237.2,134.695396,1535,11.39608365,3.545850636
Gorilla gorilla gorilla,NC_073238.2,132.018348,1139,8.627588644,3.545850636
Gorilla gorilla gorilla,NC_073239.2,131.692671,1393,10.57765773,3.545850636
Gorilla gorilla gorilla,NC_073242.2,131.347499,1622,12.34892185,3.545850636
Gorilla gorilla gorilla,NC_073243.2,120.452965,1200,9.962394865,3.545850636
Gorilla gorilla gorilla,NC_073241.2,116.054869,806,6.944990822,3.545850636
Gorilla gorilla gorilla,NC_073240.2,107.915467,1481,13.72370468,3.545850636
Gorilla gorilla gorilla,NC_073245.2,84.443219,980,11.60543157,3.545850636
Gorilla gorilla gorilla,NC_073244.2,80.312928,2049,25.51270451,3.545850636
Gorilla gorilla gorilla,NC_073248.2,67.405748,309,4.584178785,3.545850636
Gorilla gorilla gorilla,NC_073246.2,59.507314,560,9.410607913,3.545850636
Gorilla gorilla gorilla,NC_086018.1,54.769797,872,15.92118371,3.545850636
