species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Oncorhynchus mykiss,NC_048566.1,103.806877,2531,24.38181432,2.341688614
Oncorhynchus mykiss,NC_048576.1,102.853256,2645,25.71624957,2.341688614
Oncorhynchus mykiss,NC_048570.1,101.096859,2191,21.67228559,2.341688614
Oncorhynchus mykiss,NC_048569.1,100.798064,2077,20.60555449,2.341688614
Oncorhynchus mykiss,NC_048565.1,95.772356,1797,18.76324312,2.341688614
Oncorhynchus mykiss,NC_048581.1,95.212422,2980,31.29843709,2.341688614
Oncorhynchus mykiss,NC_048572.1,91.622588,2159,23.56405824,2.341688614
Oncorhynchus mykiss,NC_048571.1,90.918291,2030,22.32774041,2.341688614
Oncorhynchus mykiss,NC_048574.1,87.811138,2328,26.51144323,2.341688614
Oncorhynchus mykiss,NC_048575.1,86.280908,1679,19.45969322,2.341688614
Oncorhynchus mykiss,NC_048567.1,85.311031,1946,22.81064919,2.341688614
Oncorhynchus mykiss,NC_048579.1,81.569517,1962,24.05310307,2.341688614
Oncorhynchus mykiss,NC_048573.1,79.455637,2197,27.65064988,2.341688614
Oncorhynchus mykiss,NC_048580.1,78.541548,2198,27.98518817,2.341688614
Oncorhynchus mykiss,NC_048582.1,74.65775,1853,24.81992827,2.341688614
Oncorhynchus mykiss,NC_048577.1,73.33204,2420,33.00058201,2.341688614
Oncorhynchus mykiss,NC_048583.1,67.237266,1914,28.46635674,2.341688614
Oncorhynchus mykiss,NC_048585.1,64.935962,1976,30.42997962,2.341688614
Oncorhynchus mykiss,NC_048587.1,62.880378,1024,16.28488938,2.341688614
Oncorhynchus mykiss,NC_048586.1,52.474311,1052,20.04790496,2.341688614
Oncorhynchus mykiss,NC_048591.1,51.556237,1037,20.11395828,2.341688614
Oncorhynchus mykiss,NC_048590.1,51.113553,1033,20.20990402,2.341688614
Oncorhynchus mykiss,NC_048593.1,47.748341,1421,29.76019628,2.341688614
Oncorhynchus mykiss,NC_048589.1,47.542702,911,19.16172118,2.341688614
Oncorhynchus mykiss,NC_048568.1,46.841314,884,18.8722289,2.341688614
Oncorhynchus mykiss,NC_048584.1,46.616863,1598,34.2794409,2.341688614
Oncorhynchus mykiss,NC_050570.1,46.327593,1048,22.62150766,2.341688614
Oncorhynchus mykiss,NC_048588.1,45.930806,942,20.50911103,2.341688614
Oncorhynchus mykiss,NC_050571.1,44.108611,1184,26.84283121,2.341688614
Oncorhynchus mykiss,NC_048592.1,43.716683,1358,31.06365595,2.341688614
Oncorhynchus mykiss,NC_048578.1,43.310081,814,18.79470048,2.341688614
Oncorhynchus mykiss,NC_050572.1,41.837469,890,21.27279736,2.341688614
