species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Canis lupus dingo,NC_064281.1,124.621608,1714,13.75363412,2.349862946
Canis lupus dingo,NC_064243.1,122.846548,2344,19.08071524,2.349862946
Canis lupus dingo,NC_064245.1,92.112102,1208,13.11445482,2.349862946
Canis lupus dingo,NC_064247.1,88.975722,1822,20.4774961,2.349862946
Canis lupus dingo,NC_064246.1,88.751237,1293,14.56881102,2.349862946
Canis lupus dingo,NC_064244.1,84.161879,1511,17.9534965,2.349862946
Canis lupus dingo,NC_064249.1,80.964893,1379,17.0320734,2.349862946
Canis lupus dingo,NC_064248.1,77.38988,1636,21.13971491,2.349862946
Canis lupus dingo,NC_064250.1,75.0254,1392,18.55371647,2.349862946
Canis lupus dingo,NC_064253.1,73.9628,1116,15.08866619,2.349862946
Canis lupus dingo,NC_064254.1,72.820849,1156,15.8745746,2.349862946
Canis lupus dingo,NC_064252.1,70.303238,1314,18.69046202,2.349862946
Canis lupus dingo,NC_064257.1,64.34094,1087,16.89437549,2.349862946
Canis lupus dingo,NC_064259.1,64.250934,1252,19.48609805,2.349862946
Canis lupus dingo,NC_064255.1,63.733378,896,14.05856755,2.349862946
Canis lupus dingo,NC_064251.1,62.372504,1845,29.580342,2.349862946
Canis lupus dingo,NC_064264.1,61.557832,663,10.77035981,2.349862946
Canis lupus dingo,NC_064256.1,60.902482,866,14.21945332,2.349862946
Canis lupus dingo,NC_064258.1,60.689781,970,15.98292141,2.349862946
Canis lupus dingo,NC_064262.1,58.534657,1535,26.22378055,2.349862946
Canis lupus dingo,NC_064260.1,55.811215,1312,23.50782007,2.349862946
Canis lupus dingo,NC_064261.1,54.725329,545,9.958825465,2.349862946
Canis lupus dingo,NC_064265.1,52.657147,744,14.12913616,2.349862946
Canis lupus dingo,NC_064267.1,51.624444,876,16.96870575,2.349862946
Canis lupus dingo,NC_064263.1,51.370042,966,18.80473448,2.349862946
Canis lupus dingo,NC_064266.1,47.82592,982,20.53279895,2.349862946
Canis lupus dingo,NC_064269.1,46.269335,948,20.4887319,2.349862946
Canis lupus dingo,NC_064276.1,42.26612,561,13.27304233,2.349862946
Canis lupus dingo,NC_064271.1,42.053747,527,12.5315825,2.349862946
Canis lupus dingo,NC_064270.1,41.422395,701,16.92321267,2.349862946
Canis lupus dingo,NC_064272.1,40.491884,762,18.81858597,2.349862946
Canis lupus dingo,NC_064273.1,39.82847,545,13.68367904,2.349862946
Canis lupus dingo,NC_064274.1,38.911704,514,13.20939325,2.349862946
Canis lupus dingo,NC_064268.1,38.223929,826,21.60950016,2.349862946
Canis lupus dingo,NC_064275.1,31.627141,490,15.49302227,2.349862946
Canis lupus dingo,NC_064279.1,31.329281,505,16.11910596,2.349862946
Canis lupus dingo,NC_064278.1,31.052517,436,14.04072977,2.349862946
Canis lupus dingo,NC_064277.1,26.814678,592,22.07746071,2.349862946
Canis lupus dingo,NC_064280.1,24.565883,474,19.29505241,2.349862946
