species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Rhinolophus ferrumequinum,NC_046284.1,124.933378,1400,11.20597251,2.075768562
Rhinolophus ferrumequinum,NC_046285.1,109.261889,1050,9.609938192,2.075768562
Rhinolophus ferrumequinum,NC_046287.1,106.206046,803,7.560774836,2.075768562
Rhinolophus ferrumequinum,NC_046286.1,104.300736,1203,11.53395504,2.075768562
Rhinolophus ferrumequinum,NC_046289.1,101.153585,1557,15.39243518,2.075768562
Rhinolophus ferrumequinum,NC_046290.1,100.276429,905,9.025052139,2.075768562
Rhinolophus ferrumequinum,NC_046291.1,97.569473,878,8.998716228,2.075768562
Rhinolophus ferrumequinum,NC_046292.1,94.502422,1336,14.13720381,2.075768562
Rhinolophus ferrumequinum,NC_046293.1,92.464824,1458,15.76815849,2.075768562
Rhinolophus ferrumequinum,NC_046294.1,89.119429,1620,18.17785435,2.075768562
Rhinolophus ferrumequinum,NC_046288.1,88.025743,781,8.872404519,2.075768562
Rhinolophus ferrumequinum,NC_046295.1,83.956141,1048,12.48270808,2.075768562
Rhinolophus ferrumequinum,NC_046297.1,73.406552,658,8.963777511,2.075768562
Rhinolophus ferrumequinum,NC_046296.1,71.409564,784,10.97892153,2.075768562
Rhinolophus ferrumequinum,NC_046299.1,67.73828,760,11.21965305,2.075768562
Rhinolophus ferrumequinum,NC_046300.1,66.937833,758,11.32393993,2.075768562
Rhinolophus ferrumequinum,NC_046301.1,62.623004,1092,17.43768153,2.075768562
Rhinolophus ferrumequinum,NC_046302.1,60.482744,480,7.936147871,2.075768562
Rhinolophus ferrumequinum,NC_046303.1,57.783881,532,9.206719777,2.075768562
Rhinolophus ferrumequinum,NC_046304.1,55.572441,1454,26.16404775,2.075768562
Rhinolophus ferrumequinum,NC_046305.1,53.307308,1158,21.72310033,2.075768562
Rhinolophus ferrumequinum,NC_046298.1,51.05583,1335,26.14784639,2.075768562
Rhinolophus ferrumequinum,NC_046306.1,45.543787,697,15.30395353,2.075768562
Rhinolophus ferrumequinum,NC_046307.1,44.817474,713,15.90897336,2.075768562
Rhinolophus ferrumequinum,NC_046308.1,40.340809,699,17.32736694,2.075768562
Rhinolophus ferrumequinum,NC_046309.1,30.135795,399,13.24006883,2.075768562
Rhinolophus ferrumequinum,NC_046310.1,27.843844,297,10.66663066,2.075768562
Rhinolophus ferrumequinum,NC_046311.1,16.664288,276,16.56236378,2.075768562
