species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Equus asinus,NC_091790.1,209.301868,1299,6.206346902,2.797772842
Equus asinus,NC_091791.1,193.84588,2484,12.81430382,2.797772842
Equus asinus,NC_091792.1,162.027453,1354,8.356608556,2.797772842
Equus asinus,NC_091793.1,142.553584,1216,8.530125767,2.797772842
Equus asinus,NC_091820.1,140.792481,1202,8.537387732,2.797772842
Equus asinus,NC_091794.1,113.994104,1649,14.46566043,2.797772842
Equus asinus,NC_091809.1,113.299632,1974,17.42282799,2.797772842
Equus asinus,NC_091796.1,110.797794,1097,9.900919146,2.797772842
Equus asinus,NC_091799.1,108.966214,1339,12.28821256,2.797772842
Equus asinus,NC_091795.1,102.82991,961,9.345529914,2.797772842
Equus asinus,NC_091797.1,101.318199,1958,19.32525469,2.797772842
Equus asinus,NC_091810.1,99.048017,969,9.78313377,2.797772842
Equus asinus,NC_091798.1,96.928923,982,10.13113496,2.797772842
Equus asinus,NC_091801.1,86.273185,767,8.89036379,2.797772842
Equus asinus,NC_091800.1,85.228338,594,6.969512887,2.797772842
Equus asinus,NC_091811.1,70.308305,1102,15.67382402,2.797772842
Equus asinus,NC_091813.1,69.901882,538,7.696502363,2.797772842
Equus asinus,NC_091812.1,68.534032,528,7.704201615,2.797772842
Equus asinus,NC_091802.1,62.380339,1518,24.33459042,2.797772842
Equus asinus,NC_091814.1,57.72935,1065,18.44815505,2.797772842
Equus asinus,NC_091817.1,51.505945,598,11.61031023,2.797772842
Equus asinus,NC_091805.1,51.453266,482,9.367724101,2.797772842
Equus asinus,NC_091806.1,51.443048,1593,30.96628334,2.797772842
Equus asinus,NC_091804.1,51.148446,745,14.5654474,2.797772842
Equus asinus,NC_091803.1,49.905672,994,19.9175757,2.797772842
Equus asinus,NC_091816.1,46.467242,327,7.037215594,2.797772842
Equus asinus,NC_091818.1,46.23241,302,6.53221409,2.797772842
Equus asinus,NC_091807.1,44.335752,352,7.939416478,2.797772842
Equus asinus,NC_091815.1,42.773002,1090,25.48336448,2.797772842
Equus asinus,NC_091819.1,34.659108,280,8.078684541,2.797772842
Equus asinus,NC_091808.1,29.857825,344,11.52126788,2.797772842
