species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Salvelinus namaycush,NC_052309.1,98.200354,2398,24.41946391,2.345513378
Salvelinus namaycush,NC_052310.1,84.641001,1477,17.4501717,2.345513378
Salvelinus namaycush,NC_052307.1,84.126519,1706,20.27898004,2.345513378
Salvelinus namaycush,NC_052308.1,80.899063,2078,25.68632964,2.345513378
Salvelinus namaycush,NC_052311.1,74.66331,1875,25.11273609,2.345513378
Salvelinus namaycush,NC_052314.1,66.761985,1372,20.55061724,2.345513378
Salvelinus namaycush,NC_052313.1,60.867288,1189,19.53430223,2.345513378
Salvelinus namaycush,NC_052326.1,57.374494,1111,19.3640052,2.345513378
Salvelinus namaycush,NC_052327.1,56.749016,1071,18.87257393,2.345513378
Salvelinus namaycush,NC_052315.1,55.829577,968,17.33847992,2.345513378
Salvelinus namaycush,NC_052318.1,53.577799,1162,21.68808763,2.345513378
Salvelinus namaycush,NC_052312.1,53.240245,1174,22.05098793,2.345513378
Salvelinus namaycush,NC_052325.1,52.362073,830,15.8511677,2.345513378
Salvelinus namaycush,NC_052316.1,50.033745,895,17.88792744,2.345513378
Salvelinus namaycush,NC_052322.1,49.27374,1172,23.78548898,2.345513378
Salvelinus namaycush,NC_052337.1,48.336861,1153,23.85343144,2.345513378
Salvelinus namaycush,NC_052319.1,46.786966,815,17.41938129,2.345513378
Salvelinus namaycush,NC_052334.1,46.733465,807,17.26813965,2.345513378
Salvelinus namaycush,NC_052317.1,45.826067,1008,21.99621451,2.345513378
Salvelinus namaycush,NC_052329.1,44.976251,926,20.58864355,2.345513378
Salvelinus namaycush,NC_052324.1,44.551619,899,20.17884019,2.345513378
Salvelinus namaycush,NC_052332.1,43.79529,943,21.53199579,2.345513378
Salvelinus namaycush,NC_052320.1,42.619425,1002,23.51040635,2.345513378
Salvelinus namaycush,NC_052331.1,42.232641,984,23.29951376,2.345513378
Salvelinus namaycush,NC_052340.1,42.032554,899,21.38818403,2.345513378
Salvelinus namaycush,NC_052321.1,41.983602,788,18.76923281,2.345513378
Salvelinus namaycush,NC_052333.1,39.899027,882,22.10580223,2.345513378
Salvelinus namaycush,NC_052323.1,38.583745,737,19.10130808,2.345513378
Salvelinus namaycush,NC_052335.1,37.922142,739,19.48729584,2.345513378
Salvelinus namaycush,NC_052330.1,37.729534,714,18.92416694,2.345513378
Salvelinus namaycush,NC_052339.1,37.339918,577,15.45263168,2.345513378
Salvelinus namaycush,NC_052338.1,37.237428,787,21.13464979,2.345513378
Salvelinus namaycush,NC_052328.1,36.590957,621,16.97140635,2.345513378
Salvelinus namaycush,NC_052336.1,35.580863,655,18.40877215,2.345513378
Salvelinus namaycush,NC_052341.1,34.530387,686,19.86655985,2.345513378
Salvelinus namaycush,NC_052343.1,32.124714,888,27.64226944,2.345513378
Salvelinus namaycush,NC_052342.1,27.026048,570,21.09076399,2.345513378
Salvelinus namaycush,NC_052344.1,26.015404,571,21.9485348,2.345513378
Salvelinus namaycush,NC_052346.1,23.598771,711,30.12868763,2.345513378
Salvelinus namaycush,NC_052345.1,23.589395,675,28.61455328,2.345513378
Salvelinus namaycush,NC_052348.1,23.094928,541,23.42505679,2.345513378
Salvelinus namaycush,NC_052347.1,22.041605,692,31.3951729,2.345513378
