species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Pongo pygmaeus,NC_072373.2,230.8074,3733,16.17365821,3.220951552
Pongo pygmaeus,NC_085930.1,209.442601,2026,9.673294689,3.220951552
Pongo pygmaeus,NC_072376.2,203.829688,1567,7.687790799,3.220951552
Pongo pygmaeus,NC_072377.2,186.348328,1654,8.875851035,3.220951552
Pongo pygmaeus,NC_072378.2,171.334878,2094,12.2216797,3.220951552
Pongo pygmaeus,NC_072396.2,160.969493,1620,10.06401878,3.220951552
Pongo pygmaeus,NC_072379.2,158.53478,1835,11.57474719,3.220951552
Pongo pygmaeus,NC_072380.2,158.152001,1418,8.966057913,3.220951552
Pongo pygmaeus,NC_072384.2,143.261986,1249,8.718293211,3.220951552
Pongo pygmaeus,NC_072381.2,139.209255,1401,10.06398605,3.220951552
Pongo pygmaeus,NC_072382.2,137.03313,2033,14.83582839,3.220951552
Pongo pygmaeus,NC_072385.2,134.313182,1323,9.85011285,3.220951552
Pongo pygmaeus,NC_072383.2,132.184685,1798,13.60218092,3.220951552
Pongo pygmaeus,NC_072386.2,128.999004,1447,11.21714087,3.220951552
Pongo pygmaeus,NC_072387.2,124.308952,844,6.789535158,3.220951552
Pongo pygmaeus,NC_072389.2,107.891546,1517,14.06041582,3.220951552
Pongo pygmaeus,NC_072388.2,106.409199,1344,12.63048696,3.220951552
Pongo pygmaeus,NC_072392.2,101.496854,2010,19.80356948,3.220951552
Pongo pygmaeus,NC_072390.2,95.557242,675,7.06382882,3.220951552
Pongo pygmaeus,NC_072391.2,87.425153,1404,16.05945145,3.220951552
Pongo pygmaeus,NC_072394.2,67.026804,879,13.11415654,3.220951552
Pongo pygmaeus,NC_072393.2,65.241172,1892,29.00009215,3.220951552
Pongo pygmaeus,NC_085931.1,62.059721,840,13.53534928,3.220951552
Pongo pygmaeus,NC_072395.2,59.678711,511,8.562517377,3.220951552
Pongo pygmaeus,NC_072397.2,49.419398,389,7.871403047,3.220951552
