species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Mauremys reevesii,NC_052623.1,361.663492,4649,12.85449072,2.367607229
Mauremys reevesii,NC_052624.1,287.913548,3126,10.85742585,2.367607229
Mauremys reevesii,NC_052625.1,208.46181,2581,12.38116468,2.367607229
Mauremys reevesii,NC_052626.1,151.666588,2479,16.34506342,2.367607229
Mauremys reevesii,NC_052627.1,140.904605,1601,11.36229721,2.367607229
Mauremys reevesii,NC_052628.1,130.473029,1513,11.59626638,2.367607229
Mauremys reevesii,NC_052629.1,126.265066,1627,12.88559102,2.367607229
Mauremys reevesii,NC_052630.1,109.091021,1466,13.43831955,2.367607229
Mauremys reevesii,NC_052631.1,103.595202,1366,13.18593886,2.367607229
Mauremys reevesii,NC_052632.1,85.35986,1285,15.0539141,2.367607229
Mauremys reevesii,NC_052633.1,77.024298,1055,13.6969765,2.367607229
Mauremys reevesii,NC_052634.1,52.098902,4123,79.13794421,2.367607229
Mauremys reevesii,NC_052635.1,49.563362,1516,30.58710989,2.367607229
Mauremys reevesii,NC_052636.1,45.746999,1387,30.31892868,2.367607229
Mauremys reevesii,NC_052637.1,45.144064,1211,26.82523222,2.367607229
Mauremys reevesii,NC_052638.1,44.486368,671,15.08327225,2.367607229
Mauremys reevesii,NC_052639.1,36.545738,922,25.22866004,2.367607229
Mauremys reevesii,NC_052640.1,33.603608,620,18.45039973,2.367607229
Mauremys reevesii,NC_052641.1,26.427661,450,17.02761361,2.367607229
Mauremys reevesii,NC_052644.1,25.008005,851,34.02910388,2.367607229
Mauremys reevesii,NC_052642.1,24.972144,481,19.26146189,2.367607229
Mauremys reevesii,NC_052643.1,24.886238,395,15.87222625,2.367607229
Mauremys reevesii,NC_052645.1,23.639164,877,37.09945073,2.367607229
Mauremys reevesii,NC_052646.1,22.227413,781,35.13679257,2.367607229
Mauremys reevesii,NC_052647.1,21.769585,637,29.26100796,2.367607229
Mauremys reevesii,NC_052648.1,17.122173,437,25.52246143,2.367607229
Mauremys reevesii,NC_052649.1,10.079314,305,30.25999587,2.367607229
