species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Coturnix japonica,NC_029516.1,175.656249,2762,15.72389264,0.927656957
Coturnix japonica,NC_029517.1,134.823679,1892,14.03314324,0.927656957
Coturnix japonica,NC_029518.1,100.941466,1700,16.84144354,0.927656957
Coturnix japonica,NC_029519.1,82.189922,1470,17.88540449,0.927656957
Coturnix japonica,NC_029547.1,67.000979,1008,15.04455629,0.927656957
Coturnix japonica,NC_029520.1,54.019043,1294,23.95451545,0.927656957
Coturnix japonica,NC_029522.1,33.419797,705,21.09528074,0.927656957
Coturnix japonica,NC_029521.1,31.416776,705,22.44024021,0.927656957
Coturnix japonica,NC_029523.1,26.894524,698,25.95323866,0.927656957
Coturnix japonica,NC_029524.1,21.326773,586,27.47719967,0.927656957
Coturnix japonica,NC_029525.1,18.4837,537,29.05262475,0.927656957
Coturnix japonica,NC_029526.1,17.799862,484,27.19122204,0.927656957
Coturnix japonica,NC_029527.1,17.221944,444,25.78106165,0.927656957
Coturnix japonica,NC_029528.1,15.706747,450,28.65010814,0.927656957
Coturnix japonica,NC_029529.1,12.824963,477,37.19308976,0.927656957
Coturnix japonica,NC_029535.1,12.446475,435,34.94965442,0.927656957
Coturnix japonica,NC_029530.1,11.69726,454,38.81250823,0.927656957
Coturnix japonica,NC_029533.1,9.547476,388,40.63901287,0.927656957
Coturnix japonica,NC_029532.1,8.971062,357,39.79461963,0.927656957
Coturnix japonica,NC_029534.1,8.760791,389,44.4023833,0.927656957
Coturnix japonica,NC_029536.1,5.945,288,48.44407065,0.927656957
Coturnix japonica,NC_029539.1,5.496777,215,39.1138298,0.927656957
Coturnix japonica,NC_029538.1,5.051087,276,54.64170386,0.927656957
Coturnix japonica,NC_029541.1,4.932196,313,63.46057618,0.927656957
Coturnix japonica,NC_029542.1,4.7799,369,77.19826775,0.927656957
Coturnix japonica,NC_029537.1,4.126574,206,49.92034555,0.927656957
Coturnix japonica,NC_029543.1,4.019625,335,83.34110769,0.927656957
Coturnix japonica,NC_029540.1,2.511919,271,107.8856444,0.927656957
Coturnix japonica,NC_029544.1,1.780026,167,93.81885433,0.927656957
