species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Pan troglodytes,NC_072398.2,231.299448,4240,18.33121539,3.177756316
Pan troglodytes,NC_086015.1,201.579334,2294,11.38013483,3.177756316
Pan troglodytes,NC_072401.2,191.670129,1783,9.302440653,3.177756316
Pan troglodytes,NC_072403.2,183.320697,2431,13.26091401,3.177756316
Pan troglodytes,NC_072402.2,178.964043,1995,11.14749067,3.177756316
Pan troglodytes,NC_072404.2,174.648847,2115,12.1100141,3.177756316
Pan troglodytes,NC_072405.2,155.691389,1703,10.93830565,3.177756316
Pan troglodytes,NC_072421.2,153.896354,1778,11.55323017,3.177756316
Pan troglodytes,NC_072406.2,146.288486,1609,10.99881504,3.177756316
Pan troglodytes,NC_072411.2,144.476839,1402,9.703977535,3.177756316
Pan troglodytes,NC_072408.2,140.160335,1999,14.2622376,3.177756316
Pan troglodytes,NC_072407.2,136.991367,2311,16.86967617,3.177756316
Pan troglodytes,NC_072410.2,122.853238,1357,11.04569991,3.177756316
Pan troglodytes,NC_072412.2,120.149342,1026,8.539372608,3.177756316
Pan troglodytes,NC_072409.2,118.863153,1535,12.91401045,3.177756316
Pan troglodytes,NC_072413.2,104.701121,1497,14.29784119,3.177756316
Pan troglodytes,NC_072417.2,99.595324,2079,20.87447399,3.177756316
Pan troglodytes,NC_072416.2,94.528409,1582,16.73570958,3.177756316
Pan troglodytes,NC_072414.2,93.846347,1404,14.96062495,3.177756316
Pan troglodytes,NC_072415.2,90.695042,841,9.272833238,3.177756316
Pan troglodytes,NC_072419.2,78.115444,1016,13.0063909,3.177756316
Pan troglodytes,NC_072418.2,68.087067,2033,29.85882767,3.177756316
Pan troglodytes,NC_086016.1,59.520411,896,15.05365949,3.177756316
Pan troglodytes,NC_072420.2,51.350302,537,10.45758212,3.177756316
Pan troglodytes,NC_072422.2,36.447294,314,8.615180046,3.177756316
