species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Salmo salar,NC_059442.1,174.498729,3199,18.33251175,2.756584103
Salmo salar,NC_059450.1,161.282225,2989,18.53273044,2.756584103
Salmo salar,NC_059451.1,125.877811,2602,20.67083928,2.756584103
Salmo salar,NC_059454.1,114.417674,2521,22.03330929,2.756584103
Salmo salar,NC_059452.1,111.868677,2042,18.25354563,2.756584103
Salmo salar,NC_059456.1,110.670232,2339,21.13486127,2.756584103
Salmo salar,NC_059444.1,105.78008,2987,28.23783079,2.756584103
Salmo salar,NC_059455.1,101.980477,2226,21.82770728,2.756584103
Salmo salar,NC_059453.1,101.677876,2705,26.60362417,2.756584103
Salmo salar,NC_059461.1,96.847506,2013,20.78525388,2.756584103
Salmo salar,NC_059457.1,96.486271,1970,20.41741255,2.756584103
Salmo salar,NC_059447.1,96.060288,2258,23.50607152,2.756584103
Salmo salar,NC_059443.1,95.481959,2967,31.07393303,2.756584103
Salmo salar,NC_059446.1,92.788608,2148,23.14939351,2.756584103
Salmo salar,NC_059445.1,90.536438,2428,26.81793158,2.756584103
Salmo salar,NC_059460.1,88.107222,1474,16.7296161,2.756584103
Salmo salar,NC_059458.1,87.489397,1994,22.79133322,2.756584103
Salmo salar,NC_059459.1,84.084598,1608,19.1235974,2.756584103
Salmo salar,NC_059448.1,68.862998,1622,23.55401372,2.756584103
Salmo salar,NC_059463.1,63.823863,1291,20.22754405,2.756584103
Salmo salar,NC_059462.1,59.819933,931,15.56337417,2.756584103
Salmo salar,NC_059467.1,55.994222,1043,18.6269219,2.756584103
Salmo salar,NC_059466.1,54.385492,1051,19.32500675,2.756584103
Salmo salar,NC_059464.1,52.460201,1409,26.85845599,2.756584103
Salmo salar,NC_059465.1,49.35447,1060,21.47728463,2.756584103
Salmo salar,NC_059468.1,45.305548,1363,30.08461569,2.756584103
Salmo salar,NC_059470.1,43.051128,715,16.60815949,2.756584103
Salmo salar,NC_059469.1,41.468476,817,19.70171269,2.756584103
Salmo salar,NC_059449.1,28.860523,920,31.8774542,2.756584103
