species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Chelonia mydas,NC_057849.1,348.265484,3863,11.09211271,2.134375114
Chelonia mydas,NC_057850.1,262.513884,2398,9.134754945,2.134375114
Chelonia mydas,NC_057851.1,204.120564,2053,10.05778134,2.134375114
Chelonia mydas,NC_057852.1,142.324156,1450,10.18801053,2.134375114
Chelonia mydas,NC_051246.2,134.428053,1855,13.79920306,2.134375114
Chelonia mydas,NC_051245.2,133.272604,1292,9.694415515,2.134375114
Chelonia mydas,NC_057853.1,123.872898,1510,12.18991421,2.134375114
Chelonia mydas,NC_057854.1,106.505537,1326,12.45005694,2.134375114
Chelonia mydas,NC_057855.1,101.620591,1241,12.21209194,2.134375114
Chelonia mydas,NC_051250.2,84.05425,1208,14.37167068,2.134375114
Chelonia mydas,NC_051251.2,79.522289,877,11.02835458,2.134375114
Chelonia mydas,NC_051254.2,44.337225,1248,28.14790506,2.134375114
Chelonia mydas,NC_051253.2,42.953438,1057,24.60804185,2.134375114
Chelonia mydas,NC_051252.2,42.626581,589,13.81766931,2.134375114
Chelonia mydas,NC_057856.1,33.324608,539,16.17423377,2.134375114
Chelonia mydas,NC_057857.1,25.690524,423,16.46521496,2.134375114
Chelonia mydas,NC_051257.2,25.202864,461,18.29157194,2.134375114
Chelonia mydas,NC_051258.2,23.330747,363,15.55886745,2.134375114
Chelonia mydas,NC_051259.2,19.769559,379,19.17088793,2.134375114
Chelonia mydas,NC_051263.2,19.295284,657,34.04977092,2.134375114
Chelonia mydas,NC_051262.2,19.256569,335,17.39666085,2.134375114
Chelonia mydas,NC_051264.2,19.202859,715,37.23403895,2.134375114
Chelonia mydas,NC_051260.2,18.90606,573,30.3077426,2.134375114
Chelonia mydas,NC_051261.2,18.854909,398,21.10856117,2.134375114
Chelonia mydas,NC_057858.1,16.433863,396,24.09658642,2.134375114
Chelonia mydas,NC_057859.1,16.225734,295,18.18099569,2.134375114
Chelonia mydas,NC_057860.1,16.135183,370,22.93125526,2.134375114
Chelonia mydas,NC_051268.2,8.033983,410,51.03321727,2.134375114
