species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Trachemys scripta elegans,NC_048298.1,347.660827,3014,8.669369011,2.126199303
Trachemys scripta elegans,NC_048299.1,283.098403,2146,7.580403059,2.126199303
Trachemys scripta elegans,NC_048300.1,201.239519,1519,7.548219194,2.126199303
Trachemys scripta elegans,NC_048301.1,142.34355,1657,11.6408506,2.126199303
Trachemys scripta elegans,NC_048302.1,140.411086,998,7.107700883,2.126199303
Trachemys scripta elegans,NC_048303.1,129.675691,953,7.349102925,2.126199303
Trachemys scripta elegans,NC_048304.1,126.808733,1283,10.11759971,2.126199303
Trachemys scripta elegans,NC_048305.1,109.307977,1068,9.770558648,2.126199303
Trachemys scripta elegans,NC_048306.1,104.972506,1048,9.983566554,2.126199303
Trachemys scripta elegans,NC_048307.1,85.829911,990,11.53444048,2.126199303
Trachemys scripta elegans,NC_048308.1,76.047897,644,8.468347258,2.126199303
Trachemys scripta elegans,NC_048309.1,45.061502,968,21.48175176,2.126199303
Trachemys scripta elegans,NC_048310.1,43.716676,475,10.86541895,2.126199303
Trachemys scripta elegans,NC_048311.1,42.221082,887,21.00846208,2.126199303
Trachemys scripta elegans,NC_048312.1,32.210117,458,14.21913494,2.126199303
Trachemys scripta elegans,NC_048313.1,30.045477,858,28.55671088,2.126199303
Trachemys scripta elegans,NC_048314.1,26.830997,386,14.38634576,2.126199303
Trachemys scripta elegans,NC_048315.1,24.7724,418,16.87361741,2.126199303
Trachemys scripta elegans,NC_048316.1,22.813715,321,14.07048348,2.126199303
Trachemys scripta elegans,NC_048317.1,19.3684,310,16.00545218,2.126199303
Trachemys scripta elegans,NC_048318.1,19.049219,245,12.86141967,2.126199303
Trachemys scripta elegans,NC_048319.1,16.439607,357,21.71584759,2.126199303
Trachemys scripta elegans,NC_048320.1,16.074632,318,19.78272349,2.126199303
Trachemys scripta elegans,NC_048321.1,15.14895,421,27.79070497,2.126199303
Trachemys scripta elegans,NC_048322.1,7.130772,293,41.08952018,2.126199303
