species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Desmodus rotundus,NC_071387.1,212.258161,2806,13.21975083,2.113489943
Desmodus rotundus,NC_071388.1,209.359414,2247,10.73273925,2.113489943
Desmodus rotundus,NC_071389.1,202.130148,3239,16.02432904,2.113489943
Desmodus rotundus,NC_071390.1,181.626575,2033,11.19329591,2.113489943
Desmodus rotundus,NC_071391.1,167.477801,2874,17.16048326,2.113489943
Desmodus rotundus,NC_071392.1,160.12786,2059,12.85847447,2.113489943
Desmodus rotundus,NC_071393.1,137.417582,2251,16.38072776,2.113489943
Desmodus rotundus,NC_071394.1,135.455878,1465,10.81532984,2.113489943
Desmodus rotundus,NC_071395.1,113.953836,2678,23.50074463,2.113489943
Desmodus rotundus,NC_071396.1,113.614289,1568,13.80108095,2.113489943
Desmodus rotundus,NC_071397.1,103.297143,1233,11.93643855,2.113489943
Desmodus rotundus,NC_071398.1,101.878074,2614,25.65812149,2.113489943
Desmodus rotundus,NC_071400.1,101.544622,1331,13.10753808,2.113489943
Desmodus rotundus,NC_071399.1,94.777251,828,8.736273644,2.113489943
