species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Canis lupus familiaris,NC_049260.1,124.99203,1794,14.35291514,2.481983352
Canis lupus familiaris,NC_049222.1,123.556469,2388,19.32719524,2.481983352
Canis lupus familiaris,NC_049224.1,92.479059,1251,13.52738678,2.481983352
Canis lupus familiaris,NC_049226.1,89.562946,1871,20.89033561,2.481983352
Canis lupus familiaris,NC_049225.1,89.535178,1364,15.23423564,2.481983352
Canis lupus familiaris,NC_049223.1,84.979418,1592,18.73394802,2.481983352
Canis lupus familiaris,NC_049228.1,81.081596,1416,17.46388909,2.481983352
Canis lupus familiaris,NC_049227.1,78.113029,1684,21.55850338,2.481983352
Canis lupus familiaris,NC_049229.1,76.405709,1517,19.85453731,2.481983352
Canis lupus familiaris,NC_049232.1,74.805798,1189,15.89448989,2.481983352
Canis lupus familiaris,NC_049233.1,72.970719,1166,15.97901207,2.481983352
Canis lupus familiaris,NC_049231.1,70.643054,1350,19.11015908,2.481983352
Canis lupus familiaris,NC_049238.1,65.088165,1283,19.71172486,2.481983352
Canis lupus familiaris,NC_049236.1,64.676183,1124,17.37888583,2.481983352
Canis lupus familiaris,NC_049234.1,64.299765,927,14.41684896,2.481983352
Canis lupus familiaris,NC_049243.1,61.573679,683,11.092402,2.481983352
Canis lupus familiaris,NC_049230.1,61.171909,1886,30.83114506,2.481983352
Canis lupus familiaris,NC_049235.1,61.1122,888,14.53065018,2.481983352
Canis lupus familiaris,NC_049237.1,60.362399,1025,16.98076977,2.481983352
Canis lupus familiaris,NC_049241.1,58.62749,1565,26.69396217,2.481983352
Canis lupus familiaris,NC_049239.1,56.472973,1367,24.20626943,2.481983352
Canis lupus familiaris,NC_049240.1,55.516201,575,10.35733695,2.481983352
Canis lupus familiaris,NC_049244.1,53.134997,776,14.6043106,2.481983352
Canis lupus familiaris,NC_049242.1,51.742555,1012,19.55836932,2.481983352
Canis lupus familiaris,NC_049246.1,51.730745,920,17.78439495,2.481983352
Canis lupus familiaris,NC_049245.1,48.566227,1003,20.65221167,2.481983352
Canis lupus familiaris,NC_049248.1,46.662488,958,20.53040978,2.481983352
Canis lupus familiaris,NC_049250.1,42.517134,544,12.79484172,2.481983352
Canis lupus familiaris,NC_049255.1,42.397973,572,13.49121101,2.481983352
Canis lupus familiaris,NC_049249.1,41.73333,733,17.56389917,2.481983352
Canis lupus familiaris,NC_049251.1,40.643782,786,19.3387515,2.481983352
Canis lupus familiaris,NC_049253.1,40.225481,530,13.17572809,2.481983352
Canis lupus familiaris,NC_049252.1,39.901454,536,13.43309444,2.481983352
Canis lupus familiaris,NC_049247.1,39.257614,884,22.5179248,2.481983352
Canis lupus familiaris,NC_049254.1,32.139216,489,15.21505689,2.481983352
Canis lupus familiaris,NC_049257.1,31.223415,440,14.09198834,2.481983352
Canis lupus familiaris,NC_049258.1,30.785915,505,16.40360535,2.481983352
Canis lupus familiaris,NC_049256.1,28.051305,588,20.96159163,2.481983352
Canis lupus familiaris,NC_049259.1,24.803098,556,22.41655458,2.481983352
