species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Dermochelys coriacea,NC_050068.2,354.452888,3675,10.36809157,2.16476209
Dermochelys coriacea,NC_050069.1,272.704568,2445,8.965746404,2.16476209
Dermochelys coriacea,NC_050070.1,212.16811,2079,9.798833576,2.16476209
Dermochelys coriacea,NC_050071.1,146.520673,1354,9.241016795,2.16476209
Dermochelys coriacea,NC_050072.1,137.568771,1275,9.268091811,2.16476209
Dermochelys coriacea,NC_050073.1,131.128815,1810,13.8032209,2.16476209
Dermochelys coriacea,NC_050074.1,127.64459,1563,12.24493729,2.16476209
Dermochelys coriacea,NC_050075.1,109.294577,1319,12.06830235,2.16476209
Dermochelys coriacea,NC_050076.1,105.213316,1249,11.87112095,2.16476209
Dermochelys coriacea,NC_050077.1,86.472384,1192,13.78474774,2.16476209
Dermochelys coriacea,NC_050078.2,80.021864,853,10.65958673,2.16476209
Dermochelys coriacea,NC_050079.1,44.24109,626,14.14974179,2.16476209
Dermochelys coriacea,NC_050080.1,41.159716,943,22.91075089,2.16476209
Dermochelys coriacea,NC_050081.1,40.021378,975,24.36197974,2.16476209
Dermochelys coriacea,NC_050082.1,33.199653,536,16.14474706,2.16476209
Dermochelys coriacea,NC_050083.1,26.40137,441,16.70367863,2.16476209
Dermochelys coriacea,NC_050084.1,25.428285,453,17.81480741,2.16476209
Dermochelys coriacea,NC_050085.1,23.665181,366,15.46575959,2.16476209
Dermochelys coriacea,NC_050086.2,20.023215,367,18.32872493,2.16476209
Dermochelys coriacea,NC_050087.2,19.206509,575,29.93776745,2.16476209
Dermochelys coriacea,NC_050088.1,18.859425,390,20.67931551,2.16476209
Dermochelys coriacea,NC_050089.1,18.746278,289,15.41639359,2.16476209
Dermochelys coriacea,NC_050090.1,17.228317,691,40.10838668,2.16476209
Dermochelys coriacea,NC_050091.1,16.950461,636,37.52110341,2.16476209
Dermochelys coriacea,NC_050092.1,16.479532,400,24.27253395,2.16476209
Dermochelys coriacea,NC_050093.1,16.472168,316,19.18387428,2.16476209
Dermochelys coriacea,NC_050094.1,16.294212,375,23.01430717,2.16476209
Dermochelys coriacea,NC_050095.1,6.736449,361,53.58906451,2.16476209
