species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Phyllostomus discolor,NC_040903.2,218.430143,3060,14.00905552,2.108832841
Phyllostomus discolor,NC_040904.2,217.365085,3057,14.06389623,2.108832841
Phyllostomus discolor,NC_040905.2,214.898898,2966,13.80183904,2.108832841
Phyllostomus discolor,NC_040906.2,209.856503,2489,11.86048545,2.108832841
Phyllostomus discolor,NC_040907.2,175.148221,2609,14.8959549,2.108832841
Phyllostomus discolor,NC_040908.2,171.742863,3085,17.96290073,2.108832841
Phyllostomus discolor,NC_040909.2,139.247929,1655,11.88527551,2.108832841
Phyllostomus discolor,NC_040910.2,114.856535,2761,24.03868443,2.108832841
Phyllostomus discolor,NC_050198.1,107.342191,1464,13.63862603,2.108832841
Phyllostomus discolor,NC_040911.2,105.687968,1365,12.91537746,2.108832841
Phyllostomus discolor,NC_040912.2,95.633574,1249,13.06026689,2.108832841
Phyllostomus discolor,NC_040913.2,95.224836,857,8.999752964,2.108832841
Phyllostomus discolor,NC_040914.2,77.95951,2014,25.83392328,2.108832841
Phyllostomus discolor,NC_040915.2,77.039987,1508,19.57425045,2.108832841
Phyllostomus discolor,NC_040916.2,52.274924,1280,24.48592752,2.108832841
Phyllostomus discolor,NC_040917.2,26.886775,376,13.98457048,2.108832841
Phyllostomus discolor,NC_050199.1,4.591497,61,13.28542739,2.108832841
