species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Equus przewalskii,NC_091831.1,185.187301,2753,14.86603015,2.499640368
Equus przewalskii,NC_091863.1,124.835299,1178,9.43643352,2.499640368
Equus przewalskii,NC_091832.1,120.752262,1759,14.5670149,2.499640368
Equus przewalskii,NC_091833.1,119.497294,1417,11.8580091,2.499640368
Equus przewalskii,NC_091834.1,108.622516,1171,10.78045366,2.499640368
Equus przewalskii,NC_091836.1,98.736091,2068,20.94472223,2.499640368
Equus przewalskii,NC_091837.1,94.92963,1308,13.77862739,2.499640368
Equus przewalskii,NC_091843.1,93.058517,1156,12.42229123,2.499640368
Equus przewalskii,NC_091844.1,91.130794,1094,12.00472367,2.499640368
Equus przewalskii,NC_091845.1,89.006924,1135,12.75181693,2.499640368
Equus przewalskii,NC_091835.1,86.955755,1589,18.27366113,2.499640368
Equus przewalskii,NC_091838.1,85.145959,879,10.32344941,2.499640368
Equus przewalskii,NC_091839.1,83.581225,1771,21.18896917,2.499640368
Equus przewalskii,NC_091847.1,81.682784,738,9.0349516,2.499640368
Equus przewalskii,NC_091846.1,80.880525,649,8.024181346,2.499640368
Equus przewalskii,NC_091849.1,64.459046,1358,21.06764037,2.499640368
Equus przewalskii,NC_091848.1,61.720942,693,11.22795566,2.499640368
Equus przewalskii,NC_091840.1,61.19659,1666,27.2237391,2.499640368
Equus przewalskii,NC_091850.1,57.615896,644,11.17747088,2.499640368
Equus przewalskii,NC_091852.1,54.067782,609,11.26363941,2.499640368
Equus przewalskii,NC_091851.1,49.881197,870,17.44144191,2.499640368
Equus przewalskii,NC_091855.1,47.076565,749,15.91025174,2.499640368
Equus przewalskii,NC_091859.1,46.840002,646,13.7916305,2.499640368
Equus przewalskii,NC_091842.1,42.726746,1033,24.17689379,2.499640368
Equus przewalskii,NC_091857.1,41.856961,432,10.32086395,2.499640368
Equus przewalskii,NC_091856.1,39.519863,823,20.82497098,2.499640368
Equus przewalskii,NC_091858.1,38.797026,388,10.00076655,2.499640368
Equus przewalskii,NC_091854.1,34.957468,362,10.35544107,2.499640368
Equus przewalskii,NC_091841.1,34.336799,1165,33.92861402,2.499640368
Equus przewalskii,NC_091860.1,32.589853,365,11.19980504,2.499640368
Equus przewalskii,NC_091861.1,30.20949,333,11.02302621,2.499640368
Equus przewalskii,NC_091853.1,27.197265,445,16.36193933,2.499640368
Equus przewalskii,NC_091862.1,26.10506,293,11.22387767,2.499640368
