species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Gopherus evgoodei,NC_044322.1,370.335144,3047,8.227682545,2.298564209
Gopherus evgoodei,NC_044323.1,299.447175,2250,7.51384614,2.298564209
Gopherus evgoodei,NC_044324.1,225.143049,1945,8.638952029,2.298564209
Gopherus evgoodei,NC_044325.1,155.91864,1964,12.59631305,2.298564209
Gopherus evgoodei,NC_044326.1,147.425149,1098,7.447847314,2.298564209
Gopherus evgoodei,NC_044327.1,137.797752,1056,7.663405133,2.298564209
Gopherus evgoodei,NC_044328.1,131.61197,1354,10.28781805,2.298564209
Gopherus evgoodei,NC_044329.1,113.972862,1211,10.62533641,2.298564209
Gopherus evgoodei,NC_044330.1,108.92793,1075,9.868910572,2.298564209
Gopherus evgoodei,NC_044331.1,86.493507,1034,11.95465458,2.298564209
Gopherus evgoodei,NC_044332.1,81.157593,732,9.019488786,2.298564209
Gopherus evgoodei,NC_044333.1,44.291995,526,11.87573511,2.298564209
Gopherus evgoodei,NC_044334.1,34.052379,533,15.65235721,2.298564209
Gopherus evgoodei,NC_044335.1,34.023795,453,13.31421142,2.298564209
Gopherus evgoodei,NC_044336.1,30.016314,457,15.22505395,2.298564209
Gopherus evgoodei,NC_044337.1,26.75534,395,14.76340798,2.298564209
Gopherus evgoodei,NC_044338.1,24.966275,402,16.10172122,2.298564209
Gopherus evgoodei,NC_044339.1,23.166772,318,13.72655629,2.298564209
Gopherus evgoodei,NC_044340.1,22.456854,305,13.58159963,2.298564209
Gopherus evgoodei,NC_044341.1,19.814809,332,16.7551451,2.298564209
Gopherus evgoodei,NC_044342.1,18.349496,606,33.02543024,2.298564209
Gopherus evgoodei,NC_044343.1,17.27209,378,21.88501797,2.298564209
Gopherus evgoodei,NC_044344.1,15.774734,357,22.63112646,2.298564209
Gopherus evgoodei,NC_044345.1,12.531862,371,29.60453921,2.298564209
