species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Homo sapiens,NC_060925.1,248.387328,5475,22.04218727,3.117275501
Homo sapiens,NC_060926.1,242.696752,4049,16.68337119,3.117275501
Homo sapiens,NC_060927.1,201.105948,3145,15.63852303,3.117275501
Homo sapiens,NC_060928.1,193.574945,2594,13.40049457,3.117275501
Homo sapiens,NC_060929.1,182.045439,2738,15.04020103,3.117275501
Homo sapiens,NC_060930.1,172.126628,3158,18.34695792,3.117275501
Homo sapiens,NC_060931.1,160.567428,2926,18.22287394,3.117275501
Homo sapiens,NC_060947.1,154.259566,2275,14.74786983,3.117275501
Homo sapiens,NC_060933.1,150.617247,2359,15.66221696,3.117275501
Homo sapiens,NC_060932.1,146.259331,2344,16.02632792,3.117275501
Homo sapiens,NC_060935.1,135.127769,3035,22.46022429,3.117275501
Homo sapiens,NC_060934.1,134.758134,2270,16.84499431,3.117275501
Homo sapiens,NC_060936.1,133.324548,2621,19.65879532,3.117275501
Homo sapiens,NC_060937.1,113.566686,1798,15.83210767,3.117275501
Homo sapiens,NC_060938.1,101.161492,2231,22.05384634,3.117275501
Homo sapiens,NC_060939.1,99.753195,2096,21.01185832,3.117275501
Homo sapiens,NC_060940.1,96.330374,2079,21.58197787,3.117275501
Homo sapiens,NC_060941.1,84.276897,2536,30.0912835,3.117275501
Homo sapiens,NC_060942.1,80.542538,1044,12.96209464,3.117275501
Homo sapiens,NC_060944.1,66.210255,1419,21.43172534,3.117275501
Homo sapiens,NC_060948.1,62.460029,1381,22.11014023,3.117275501
Homo sapiens,NC_060943.1,61.707364,2571,41.66439519,3.117275501
Homo sapiens,NC_060946.1,51.324926,1332,25.9523024,3.117275501
Homo sapiens,NC_060945.1,45.090682,1002,22.22188611,3.117275501
