species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Saccopteryx leptura,NC_089503.1,392.73651,5690,14.48808515,2.576513769
Saccopteryx leptura,NC_089504.1,386.274434,5851,15.14726186,2.576513769
Saccopteryx leptura,NC_089505.1,372.602872,4982,13.37080408,2.576513769
Saccopteryx leptura,NC_089506.1,224.759591,2409,10.71811881,2.576513769
Saccopteryx leptura,NC_089507.1,221.053686,2446,11.06518531,2.576513769
Saccopteryx leptura,NC_089508.1,196.223206,2632,13.41329628,2.576513769
Saccopteryx leptura,NC_089516.1,138.884575,1426,10.26751891,2.576513769
Saccopteryx leptura,NC_089509.1,121.814354,1094,8.980879216,2.576513769
Saccopteryx leptura,NC_089510.1,98.214732,888,9.041413461,2.576513769
Saccopteryx leptura,NC_089511.1,96.157538,1304,13.56107932,2.576513769
Saccopteryx leptura,NC_089512.1,82.789928,954,11.52314083,2.576513769
Saccopteryx leptura,NC_089513.1,81.031388,910,11.23021612,2.576513769
Saccopteryx leptura,NC_089514.1,58.068902,539,9.282076661,2.576513769
Saccopteryx leptura,NC_089515.1,57.436002,813,14.15488494,2.576513769
