species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Melopsittacus undulatus,NC_047527.1,155.071706,1540,9.930889649,1.171617451
Melopsittacus undulatus,NC_047528.1,121.023092,1219,10.07245791,1.171617451
Melopsittacus undulatus,NC_047529.1,118.16075,1283,10.85808951,1.171617451
Melopsittacus undulatus,NC_047530.1,112.750338,1728,15.32589641,1.171617451
Melopsittacus undulatus,NC_047557.1,104.092594,1216,11.68190698,1.171617451
Melopsittacus undulatus,NC_047531.1,87.083378,1107,12.7119552,1.171617451
Melopsittacus undulatus,NC_047532.1,86.47795,1501,17.35702569,1.171617451
Melopsittacus undulatus,NC_047533.1,73.26866,818,11.16439143,1.171617451
Melopsittacus undulatus,NC_047534.1,57.497735,973,16.92240573,1.171617451
Melopsittacus undulatus,NC_047535.1,45.297783,831,18.34526869,1.171617451
Melopsittacus undulatus,NC_047536.1,35.27736,751,21.28844109,1.171617451
Melopsittacus undulatus,NC_047537.1,24.154513,677,28.02788862,1.171617451
Melopsittacus undulatus,NC_047538.1,23.105471,651,28.17514519,1.171617451
Melopsittacus undulatus,NC_047539.1,12.147643,403,33.17515999,1.171617451
Melopsittacus undulatus,NC_047540.1,6.967098,285,40.90655823,1.171617451
Melopsittacus undulatus,NC_047541.1,6.662068,181,27.168741,1.171617451
Melopsittacus undulatus,NC_047542.1,6.113794,264,43.18104274,1.171617451
Melopsittacus undulatus,NC_047543.1,5.218183,350,67.07315554,1.171617451
Melopsittacus undulatus,NC_047544.1,5.029921,209,41.55134842,1.171617451
Melopsittacus undulatus,NC_047545.1,4.92288,309,62.76813573,1.171617451
Melopsittacus undulatus,NC_047558.1,4.022347,45,11.18749824,1.171617451
Melopsittacus undulatus,NC_047547.1,2.555005,212,82.97439731,1.171617451
Melopsittacus undulatus,NC_047546.1,2.05574,209,101.6665532,1.171617451
Melopsittacus undulatus,NC_047548.1,1.817768,203,111.6754173,1.171617451
Melopsittacus undulatus,NC_047549.1,1.430276,128,89.49321669,1.171617451
Melopsittacus undulatus,NC_047550.1,1.01839,87,85.4289614,1.171617451
Melopsittacus undulatus,NC_047553.1,0.936804,82,87.53165016,1.171617451
Melopsittacus undulatus,NC_047552.1,0.867402,49,56.4905315,1.171617451
Melopsittacus undulatus,NC_047556.1,0.613772,42,68.42931903,1.171617451
Melopsittacus undulatus,NC_047551.1,0.425885,44,103.314275,1.171617451
Melopsittacus undulatus,NC_047555.1,0.368675,21,56.96073778,1.171617451
Melopsittacus undulatus,NC_047554.1,0.352337,42,119.2040575,1.171617451
