"X.Intercept.","prop.dna","age.dna","prop.line","age.line","prop.ltr","age.ltr","prop.sine","age.sine","prop.unknown","age.unknown","prop.others","age.others","age.dna.prop.dna","age.line.prop.line","age.ltr.prop.ltr","age.sine.prop.sine","age.unknown.prop.unknown","age.others.prop.others","df","logLik","AICc","delta","weight","lambda.p"
0.904465664813335,-0.2634622752477,NA,NA,NA,NA,0.306530784508628,NA,NA,NA,-0.320013164512981,0.295399601895901,NA,NA,NA,NA,NA,NA,NA,6,21.3845946677683,-23.7691893355366,0,0.0708242377813213,1
0.917633760793658,NA,NA,NA,NA,NA,0.283543276570336,NA,NA,-0.22169476178867,-0.310525712986374,0.304297667133589,NA,NA,NA,NA,NA,NA,NA,6,20.7418661282497,-22.4837322564993,1.28545707903729,0.0372433253725151,1
0.867640673271241,NA,NA,0.295403313174605,NA,NA,0.31559353796194,NA,NA,-0.439666188281738,-0.284379429178081,0.303458687372057,NA,NA,NA,NA,NA,NA,NA,7,23.1403688914475,-22.0989196010767,1.67026973445988,0.0307246854076051,1
0.97221942220411,-0.35994561016533,-0.11292772630001,NA,NA,NA,0.313720461496676,NA,NA,NA,-0.276154792698658,0.289424382338017,NA,NA,NA,NA,NA,NA,NA,7,22.6261479199776,-21.0704776581369,2.69871167739968,0.0183723247921788,1
0.830475526587205,NA,NA,NA,NA,NA,0.206119391977585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.2631866016159,-20.9263732032318,2.84281613230479,0.0170951229889601,0.00290297494838475
1.24631983713519,NA,-0.177383732597059,NA,-0.269486236228417,NA,0.398516247515531,NA,NA,-0.515187859290347,-0.349781014512968,0.306925847998136,NA,NA,NA,NA,NA,NA,NA,8,25.6508840088625,-20.9017680177249,2.86742131781168,0.0168860970695364,1
0.906112893869228,NA,NA,NA,NA,NA,0.232917243161434,NA,NA,NA,-0.218372975355562,NA,NA,NA,NA,NA,NA,NA,NA,4,15.8118246150421,-20.7665063729413,3.00268296259535,0.0157818382710235,0.0169205937163635
1.06487426653619,NA,NA,NA,-0.186368326534027,NA,0.363113650943015,NA,NA,-0.328915756819998,-0.386441044231509,0.30278718194496,NA,NA,NA,NA,NA,NA,NA,7,22.430235987182,-20.6786537925457,3.09053554299087,0.0151036058324256,1
0.999688289721426,-0.333122627007664,NA,NA,-0.128031887367314,NA,0.36473194846964,NA,NA,NA,-0.369398858526843,0.279508955889662,NA,NA,NA,NA,NA,NA,NA,7,22.3863143303107,-20.5908104788033,3.1783788567333,0.0144545877467247,1
0.906414249947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12.6043981023561,-20.4587962047121,3.3103931308245,0.0135312891465481,0.0105041822573181
1.08198913296474,-0.334350907573051,NA,NA,NA,-0.482331366559609,NA,NA,NA,NA,-0.301858413043121,0.709635207617732,NA,NA,NA,NA,NA,NA,NA,6,19.7173547102869,-20.4347094205738,3.33447991496278,0.0133693039099137,1
0.968606488849001,-0.309961772313041,NA,NA,NA,-0.222249880324189,0.228053760857312,NA,NA,NA,-0.32695093180448,0.500714593227714,NA,NA,NA,NA,NA,NA,NA,7,22.1758094055603,-20.1698006293024,3.59938870623422,0.011710746570626,1
0.988895756612837,NA,-0.109180500253967,NA,NA,NA,0.28349109340967,NA,NA,-0.306913155384639,-0.267121988913266,0.307259674169241,NA,NA,NA,NA,NA,NA,NA,7,21.7794069404844,-19.3769956991506,4.39219363638602,0.00787823950206102,1
0.884478665140832,-0.31736933978998,NA,0.0852877259125772,NA,NA,0.317520323766144,NA,NA,NA,-0.308243321898467,0.278735019541618,NA,NA,NA,NA,NA,NA,NA,7,21.7597622559128,-19.3377063300074,4.43148300552919,0.00772498422641477,1
0.976325535917334,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178536886213623,NA,NA,NA,NA,NA,NA,NA,NA,3,13.4612572293568,-19.3225144587136,4.44667487682303,0.00766652803914377,0.236696002235649
0.913211814053215,-0.222286867193891,NA,NA,NA,NA,0.287564896043652,-0.0941765784898607,NA,NA,-0.335728286040336,0.33516596874709,NA,NA,NA,NA,NA,NA,NA,7,21.7111412154239,-19.2404642490295,4.52872508650707,0.00735837220444122,1
0.914750723589017,NA,NA,NA,NA,NA,0.220464634311571,-0.253580004225598,NA,NA,-0.311801293268041,0.300923636015164,NA,NA,NA,NA,NA,NA,NA,6,19.0768854894465,-19.153770978893,4.61541835664363,0.00704622565470435,0.0957666945506859
0.80063164281945,-0.192089360521351,NA,NA,NA,NA,0.251846927492863,NA,NA,NA,NA,0.227467791038368,NA,NA,NA,NA,NA,NA,NA,5,16.7554346928144,-18.8954847702441,4.87370456529249,0.00619256265993727,0.576985842786146
