"X.Intercept.","prop.dna","age.dna","prop.line","age.line","prop.ltr","age.ltr","prop.sine","age.sine","prop.unknown","age.unknown","prop.others","age.others","age.dna.prop.dna","age.line.prop.line","age.ltr.prop.ltr","age.sine.prop.sine","age.unknown.prop.unknown","age.others.prop.others","df","logLik","AICc","delta","weight","lambda.p"
0.842679445572912,0.433523954036995,NA,NA,NA,NA,NA,-0.0150808261716435,-0.527622194345714,-0.321427716654851,NA,-0.370615809842441,NA,NA,NA,NA,1.08937736128194,NA,NA,8,26.6821945628468,-32.0310557923603,0,0.0553237434851618,1
0.777821031483888,0.327458160242346,NA,NA,NA,NA,NA,0.30804399902593,-0.251409673223808,-0.324458522360687,NA,-0.321728461035974,NA,NA,NA,NA,NA,NA,NA,7,24.7545011628587,-31.5090023257174,0.522053466642916,0.0426136847877377,1
0.702054975805939,0.295922556357,NA,NA,NA,NA,NA,0.341300345515356,NA,-0.327855781959819,NA,-0.299209061959086,NA,NA,NA,NA,NA,NA,NA,6,22.4405402311321,-29.9845287381263,2.04652705423402,0.0198844624835538,1
0.780305934843142,0.270269914442681,NA,NA,NA,NA,NA,0.330579206277912,NA,-0.330470725330526,-0.151486427254098,-0.265681396180466,NA,NA,NA,NA,NA,NA,NA,7,23.7339738429898,-29.4679476859797,2.56310810638062,0.0153581783083465,1
0.874845179837635,0.413015455574685,NA,NA,NA,NA,NA,-0.0137434453710086,-0.485076326887729,-0.323497473726963,-0.0868610859931368,-0.34742393019094,NA,NA,NA,NA,1.0823191034993,NA,NA,9,27.134897278135,-29.346717633193,2.68433815916733,0.0144548947550796,1
0.811361505687913,0.307056272732781,NA,NA,NA,NA,NA,0.307265649484967,-0.209459596721188,-0.326568694666552,-0.0894054300563404,-0.298183269955119,NA,NA,NA,NA,NA,NA,NA,8,25.1852250151435,-29.0371166969536,2.99393909540673,0.0123818615868395,1
0.814693798575709,0.430235802781434,NA,NA,NA,NA,NA,-0.0207495056899415,-0.530287030495828,-0.321403781753858,NA,-0.358575999155553,0.0654644584953833,NA,NA,NA,1.08176324641046,NA,NA,9,26.9713300674275,-29.0195832117781,3.01147258058225,0.0122737874149493,1
0.861696030104355,0.425730460528313,NA,NA,NA,NA,-0.0560994024966811,0.00929524271100318,-0.525840006078156,-0.309442813343362,NA,-0.373109533467662,NA,NA,NA,NA,1.0543683271804,NA,NA,9,26.9369191991106,-28.9507614751442,3.08029431721609,0.0118586198370146,1
0.804158235330347,0.321985147878439,NA,NA,NA,NA,-0.0700207021689743,0.325508036193188,-0.26026455428735,-0.309377945054685,NA,-0.326801962417935,NA,NA,NA,NA,NA,NA,NA,8,25.1150493276222,-28.896765321911,3.13429047044931,0.0115427431284207,1
0.863724010663784,0.410275004722723,-0.0620167268149374,NA,NA,NA,NA,0.0064388731010909,-0.503852535954202,-0.327741060374583,NA,-0.367239339456744,NA,NA,NA,NA,1.0503525305089,NA,NA,9,26.9010621247349,-28.8790473263928,3.15200846596749,0.0114409376061818,1
0.808648632312801,0.301800126060313,-0.0818139146090619,NA,NA,NA,NA,0.321162856366755,-0.233105606612545,-0.332644001175335,NA,-0.319584490965207,NA,NA,NA,NA,NA,NA,NA,8,25.1020676763289,-28.8708020193245,3.16025377303584,0.0113938676774971,1
0.84953410857754,0.473287706089412,NA,-0.0684250023881501,NA,NA,NA,-0.0218389065392882,-0.560765602293225,-0.295086950243458,NA,-0.392482392056777,NA,NA,NA,NA,1.17333302859999,NA,NA,9,26.838244391448,-28.753411859819,3.27764393254131,0.0107443518574474,1
0.748933611381219,0.324785997317942,NA,NA,NA,NA,NA,0.299726704183261,-0.256231252520427,-0.324411183231566,NA,-0.309454582453171,0.0686865115138566,NA,NA,NA,NA,NA,NA,8,25.0405473253172,-28.7477613173011,3.2832944750592,0.0107140389901484,1
0.836348580936364,0.45242671938587,NA,NA,0.0440137263938304,NA,NA,-0.0349550964278686,-0.547292718445829,-0.326182442154807,NA,-0.375739707815853,NA,NA,NA,NA,1.12113511481653,NA,NA,9,26.7799180904043,-28.6367592577316,3.39429653462873,0.0101355992692631,1
0.849003356446722,0.450541939302865,NA,NA,NA,-0.0545988751036518,NA,-0.00282197307834685,-0.532859645313467,-0.323613805016822,NA,-0.363873016401346,NA,NA,NA,NA,1.0729394471503,NA,NA,9,26.7519715472204,-28.5808661713639,3.45018962099639,0.00985626569049127,1
0.788273473501818,0.354107405953605,NA,NA,NA,-0.0781493373302522,NA,0.318611744590022,-0.264871814503783,-0.327522090602353,NA,-0.31313311809542,NA,NA,NA,NA,NA,NA,NA,8,24.8840055154545,-28.4346776975757,3.59637809478459,0.00916152937208104,1
0.880700704629799,0.300173985289025,NA,NA,NA,NA,NA,0.379207616953753,NA,-0.635057816547994,-0.355645187800449,-0.328764878646578,NA,NA,NA,NA,NA,0.581198478262582,NA,8,24.8323167224158,-28.3313001114983,3.69975568086197,0.00870001138019715,1
0.75535300553827,0.261662195922394,-0.119979746996655,NA,NA,NA,NA,0.356988335626534,NA,-0.33949702773551,NA,-0.298469319602106,NA,NA,NA,NA,NA,NA,NA,7,23.1293082069718,-28.2586164139435,3.77243937841678,0.00838951309604744,1
0.774659404865533,0.333538167424487,NA,NA,0.0169254710372,NA,NA,0.304023734855076,-0.255877496103079,-0.326320928021732,NA,-0.323150804684838,NA,NA,NA,NA,NA,NA,NA,8,24.7676841162118,-28.2020348990903,3.82902089327002,0.00815549332270626,1
0.777805135012545,0.327187625493691,NA,0.000585996287486669,NA,NA,NA,0.307888609472217,-0.251308134395684,-0.324682106074751,NA,-0.321573460394628,NA,NA,NA,NA,NA,NA,NA,8,24.7545121975871,-28.1756910618409,3.85536473051939,0.00804877421896145,1
0.920208221289419,0.340927459085934,NA,NA,NA,NA,NA,0.357968769576605,-0.220486183451736,-0.651632689517855,-0.30415901195336,-0.367261294872173,NA,NA,NA,NA,NA,0.620663486095417,NA,9,26.5485305857684,-28.1739842484599,3.85707154390044,0.00804190827133203,1
0.746824707052024,0.254271305650166,NA,NA,NA,NA,NA,0.311021018805597,NA,-0.331456488208899,-0.206487527353376,-0.227589511114002,0.140115302285357,NA,NA,NA,NA,NA,NA,8,24.7021647167047,-28.0709961000761,3.96005969228424,0.00763827909161433,1
0.972338149096187,0.438913539932931,NA,NA,NA,NA,NA,0.0497278213841277,-0.481088115492475,-0.624577381075981,-0.285796119595134,-0.408835399206468,NA,NA,NA,NA,1.02657338774111,0.574567247545701,NA,10,28.4287334358364,-28.0574668716728,3.97358892068748,0.00758678345083664,1
