"chromnum.1n","asmbly.size_bp","beta","pval.beta","rsq","coef.of.var","est.gnsz_bp","rep.content_bp","rep.content_percent.of.assembly","k2p.mean","k2p.median"
0.0429124155623692,31205172.3391587,-6.52949300159218e-07,-0.00045319544904024,-0.00797847285504497,0.00826523148043682,19519352.4570552,12162601.6734332,0.291471134382096,0.0300987009361779,0.00292135720250677
0.178537653350897,-16121346.0174619,2.48745248458778e-07,9.36819258578943e-06,0.00634444059753997,-0.0110600858383712,-65155973.4049636,-8940913.75320341,-0.267768112956444,-0.0446637760256129,-0.0707643913362738
-0.357292829038869,31653581.6932276,-3.04224253447064e-07,-1.25403445578458e-05,-0.000922172424640172,1.93243054437225e-05,33142325.2730434,7073529.79815651,0.0488021975233443,0.227919206224101,0.316877963745497
0.409415448439874,-82418179.4006637,5.40366238152828e-07,2.99262607872861e-05,-0.00241427247509216,-0.00515763854745072,-15653462.1890887,-43884267.0846049,-1.00653014662413,-0.0976424234733554,-0.171656968782602
-0.151376849241104,-26012308.0215536,1.50644142378455e-07,-4.92549230301815e-05,-0.00698984916392362,0.00258656740684436,-40850008.2203805,-11099616.6767203,0.200770788259788,-0.30044997698069,-0.350235369692371
0.735235150500521,23379207.1658974,-1.42289061771592e-06,-5.95074811804521e-07,-0.00543551489198869,0.0273761752274802,37260380.6361837,-12547696.5939374,-1.72037945708407,-0.0208670825205672,-0.118248077576376
-1.26169514783271,39619267.1822759,6.8762650877377e-07,9.55655740075925e-05,-0.0224909674614446,-0.0034523518942654,71926107.4001645,43214963.8217875,1.95652361041281,-0.404739924203534,-0.493519313348495
0.209991271030959,-78170426.7965631,5.57630566822261e-07,0.000153138540762968,0.022405996568509,-0.00745286445097149,-150607699.893794,-47514756.8221096,-1.4862211302459,0.193497646222785,0.232086258571981
-1.13058630173104,5699334.64917293,-5.39245212639811e-07,-0.000505130579680995,0.025756069632131,-0.0114923411323804,2529969.95644588,26457610.2587787,1.66757498090401,-0.740617159697487,-0.596063001510546
1.18176679298076,-80124601.5321107,7.89835601140416e-07,5.75739662389316e-06,-0.020546656318837,0.00859105882740165,-43234281.5840938,-61630120.0395367,-2.86652212542965,0.0589988882767127,0.133857138793095
-1.32141774490586,-51018490.0796622,1.81526611709746e-06,1.21831073425872e-05,-0.0357227741174942,-0.016320560414671,-58535696.8811062,-9748644.9160819,-0.333952262811353,-0.0899899173492783,-0.063332256551496
-1.05730772549515,-21197394.9989228,1.26174665091302e-06,2.98711130026621e-05,0.0127882821922903,0.00229028634242188,-41791957.4854278,3359636.96129082,0.872751023858356,-0.266883537867248,-0.0982977555316402
-0.187815120634622,15037307.3861351,-1.12907733536401e-06,-5.46472037501519e-05,0.0203622638946671,-0.00876025344621925,-61431508.732775,1782976.97390156,0.722673148978663,0.220497926177349,0.408693427428113
0.260934052012584,-90870873.933186,9.95527988077204e-07,-4.0481932973819e-05,0.0395183424228164,-0.0285802370778339,-113071422.538786,-25228904.6805135,0.571800179557375,-0.42414626437547,-0.520123136451102
