species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Zalophus californianus,1,216.115662,2298,10.63319511,2408.641788
Zalophus californianus,2,203.405867,1422,6.990948791,2408.641788
Zalophus californianus,3,195.893561,1374,7.014013084,2408.641788
Zalophus californianus,4,191.601404,2065,10.77758282,2408.641788
Zalophus californianus,5,155.364843,1315,8.463948308,2408.641788
Zalophus californianus,6,147.12231,1415,9.617847898,2408.641788
Zalophus californianus,7,146.931682,1755,11.94432662,2408.641788
Zalophus californianus,8,140.581092,1459,10.37835159,2408.641788
Zalophus californianus,9,140.425053,1569,11.17321992,2408.641788
Zalophus californianus,X,129.077734,1166,9.033316312,2408.641788
Zalophus californianus,10,114.255764,1614,14.12620198,2408.641788
Zalophus californianus,11,113.585215,1561,13.74298583,2408.641788
Zalophus californianus,12,107.194496,877,8.181390209,2408.641788
Zalophus californianus,13,95.463072,975,10.2133734,2408.641788
Zalophus californianus,14,94.107153,897,9.531687777,2408.641788
Zalophus californianus,15,89.156239,823,9.230986067,2408.641788
Zalophus californianus,16,62.786445,1294,20.60954399,2408.641788
Zalophus californianus,17,60.386971,1298,21.49470289,2408.641788
Zalophus californianus,Y,4.006675,54,13.47750941,2408.641788
