species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Larimichthys crocea,III,52.095323,1797,34.49445932,657.923191
Larimichthys crocea,XIII,48.7771,1902,38.99370811,657.923191
Larimichthys crocea,I,43.682218,1312,30.0351049,657.923191
Larimichthys crocea,X,40.317218,1613,40.00772077,657.923191
Larimichthys crocea,VIII,33.9556,1030,30.33372993,657.923191
Larimichthys crocea,XII,31.676789,1643,51.8676309,657.923191
Larimichthys crocea,XVII,29.449875,1040,35.31424157,657.923191
Larimichthys crocea,VII,29.365971,1093,37.21995094,657.923191
Larimichthys crocea,VI,27.03766,1098,40.6100232,657.923191
Larimichthys crocea,XI,24.268867,858,35.35393721,657.923191
Larimichthys crocea,XV,24.12436,994,41.2031656,657.923191
Larimichthys crocea,XVI,23.718729,928,39.12519933,657.923191
Larimichthys crocea,XXII,23.140888,884,38.20078123,657.923191
Larimichthys crocea,XVIII,22.283009,781,35.04912644,657.923191
Larimichthys crocea,XXI,22.27342,843,37.84780245,657.923191
Larimichthys crocea,XXIII,21.415293,593,27.69049202,657.923191
Larimichthys crocea,XXIV,19.906365,850,42.69991031,657.923191
Larimichthys crocea,XX,18.787343,560,29.80730165,657.923191
Larimichthys crocea,II,14.376772,535,37.2128041,657.923191
Larimichthys crocea,XIV,14.21852,576,40.5105454,657.923191
Larimichthys crocea,IX,13.800884,575,41.66399776,657.923191
Larimichthys crocea,XIX,13.393637,409,30.53688852,657.923191
Larimichthys crocea,IV,6.44457,168,26.06845763,657.923191
Larimichthys crocea,V,5.657075,87,15.37897235,657.923191
