species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Oryctolagus cuniculus,1,194.850757,2151,11.03921808,2737.473256
Oryctolagus cuniculus,2,174.332312,1440,8.260086633,2737.473256
Oryctolagus cuniculus,7,173.684459,1266,7.289080481,2737.473256
Oryctolagus cuniculus,14,163.896628,1207,7.364398003,2737.473256
Oryctolagus cuniculus,3,155.691105,1234,7.925950554,2737.473256
Oryctolagus cuniculus,12,155.355395,1468,9.449301712,2737.473256
Oryctolagus cuniculus,13,143.360832,1839,12.82777154,2737.473256
Oryctolagus cuniculus,9,116.251907,1062,9.135334012,2737.473256
Oryctolagus cuniculus,8,111.795807,796,7.120123924,2737.473256
Oryctolagus cuniculus,X,111.700775,979,8.764487086,2737.473256
Oryctolagus cuniculus,15,109.054052,762,6.987360726,2737.473256
Oryctolagus cuniculus,4,91.3941,1029,11.25893247,2737.473256
Oryctolagus cuniculus,11,87.554214,561,6.407458583,2737.473256
Oryctolagus cuniculus,17,85.008467,1121,13.18692172,2737.473256
Oryctolagus cuniculus,16,84.478945,740,8.759579088,2737.473256
Oryctolagus cuniculus,18,69.800736,689,9.870956088,2737.473256
Oryctolagus cuniculus,19,57.279966,1051,18.34847458,2737.473256
Oryctolagus cuniculus,10,47.997241,409,8.521323132,2737.473256
Oryctolagus cuniculus,5,37.992211,469,12.34463559,2737.473256
Oryctolagus cuniculus,20,33.191332,286,8.616707519,2737.473256
Oryctolagus cuniculus,6,27.502587,315,11.453468,2737.473256
Oryctolagus cuniculus,21,15.578276,227,14.5715739,2737.473256
