species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Felis catus,A1,242.100913,1208,4.989654872,2521.846836
Felis catus,C1,222.790142,1218,5.467028249,2521.846836
Felis catus,B1,208.212889,874,4.197626786,2521.846836
Felis catus,A2,171.471747,943,5.499448256,2521.846836
Felis catus,C2,161.19315,762,4.727248025,2521.846836
Felis catus,B2,155.302638,905,5.827331793,2521.846836
Felis catus,B3,149.751809,1074,7.171866618,2521.846836
Felis catus,B4,144.528695,950,6.573089171,2521.846836
Felis catus,A3,143.202405,899,6.277827527,2521.846836
Felis catus,X,130.557009,830,6.357376033,2521.846836
Felis catus,D1,117.648028,955,8.117433129,2521.846836
Felis catus,D3,96.884206,542,5.594307084,2521.846836
Felis catus,D4,96.521652,608,6.299104785,2521.846836
Felis catus,D2,90.18666,643,7.129657535,2521.846836
Felis catus,F2,85.752456,470,5.480892582,2521.846836
Felis catus,F1,71.664243,454,6.335097965,2521.846836
Felis catus,E2,64.340295,810,12.58931126,2521.846836
Felis catus,E1,63.494689,551,8.677891154,2521.846836
Felis catus,E3,44.648284,336,7.52548519,2521.846836
