species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Takifugu rubripes,1,29.232231,1852,63.3547265,384.110215
Takifugu rubripes,13,21.507415,1053,48.95985873,384.110215
Takifugu rubripes,21,20.050447,1213,60.49740437,384.110215
Takifugu rubripes,8,19.721368,1175,59.58004536,384.110215
Takifugu rubripes,19,19.418397,1287,66.27735544,384.110215
Takifugu rubripes,20,18.239318,1176,64.47609499,384.110215
Takifugu rubripes,7,17.515293,1061,60.57563525,384.110215
Takifugu rubripes,3,17.48428,1293,73.95214444,384.110215
Takifugu rubripes,17,16.842301,1200,71.24917195,384.110215
Takifugu rubripes,15,16.705553,1024,61.2969831,384.110215
Takifugu rubripes,11,16.367601,965,58.9579377,384.110215
Takifugu rubripes,4,16.363587,903,55.1834998,384.110215
Takifugu rubripes,22,16.05698,1107,68.94198037,384.110215
Takifugu rubripes,14,16.036328,847,52.81757769,384.110215
Takifugu rubripes,2,15.686389,1070,68.21200214,384.110215
Takifugu rubripes,9,15.473624,1044,67.46965029,384.110215
Takifugu rubripes,5,14.586308,1193,81.78903119,384.110215
Takifugu rubripes,12,13.571579,901,66.38873782,384.110215
Takifugu rubripes,16,13.527504,891,65.86580939,384.110215
Takifugu rubripes,6,12.91324,886,68.61175042,384.110215
Takifugu rubripes,10,12.556898,683,54.39241443,384.110215
Takifugu rubripes,18,10.237708,598,58.41151164,384.110215
