species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Physeter catodon,11,182.843547,1652,9.035046777,2512.132974
Physeter catodon,8,161.983147,1061,6.550064125,2512.132974
Physeter catodon,7,158.831508,892,5.616014173,2512.132974
Physeter catodon,4,147.30796,1299,8.818260738,2512.132974
Physeter catodon,1,145.741392,812,5.571512587,2512.132974
Physeter catodon,2,138.93839,1192,8.579342254,2512.132974
Physeter catodon,14,132.988635,1849,13.9034437,2512.132974
Physeter catodon,20,123.176288,894,7.257890415,2512.132974
Physeter catodon,21,122.18224,905,7.406968476,2512.132974
Physeter catodon,9,108.825865,771,7.084712812,2512.132974
Physeter catodon,18,108.757679,1191,10.95095087,2512.132974
Physeter catodon,5,108.038726,732,6.775348314,2512.132974
Physeter catodon,16,104.445197,947,9.066955946,2512.132974
Physeter catodon,6,100.269799,940,9.374707134,2512.132974
Physeter catodon,12,91.207052,693,7.598096691,2512.132974
Physeter catodon,13,88.519225,568,6.416685189,2512.132974
Physeter catodon,19,88.490461,690,7.79745062,2512.132974
Physeter catodon,10,88.025566,497,5.646086956,2512.132974
Physeter catodon,15,81.469695,485,5.953133862,2512.132974
Physeter catodon,17,55.761687,890,15.96077967,2512.132974
Physeter catodon,3,32.278195,511,15.83112067,2512.132974
