species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Cyclopterus lumpus,3,31.498552,1018,32.31894596,572.885595
Cyclopterus lumpus,4,28.177795,1031,36.58909436,572.885595
Cyclopterus lumpus,5,28.050196,1176,41.92484074,572.885595
Cyclopterus lumpus,9,27.995395,1127,40.25662078,572.885595
Cyclopterus lumpus,1,27.387776,1219,44.50890792,572.885595
Cyclopterus lumpus,6,27.06442,1129,41.71528523,572.885595
Cyclopterus lumpus,7,26.63301,1107,41.56496018,572.885595
Cyclopterus lumpus,10,26.151603,885,33.84113777,572.885595
Cyclopterus lumpus,21,25.790955,944,36.60197926,572.885595
Cyclopterus lumpus,15,25.263199,840,33.2499459,572.885595
Cyclopterus lumpus,14,23.863342,945,39.60048848,572.885595
Cyclopterus lumpus,22,23.786847,924,38.84499699,572.885595
Cyclopterus lumpus,17,23.584696,1064,45.11400105,572.885595
Cyclopterus lumpus,11,22.947575,1244,54.21052116,572.885595
Cyclopterus lumpus,8,21.980463,1123,51.09082552,572.885595
Cyclopterus lumpus,13,21.873678,1057,48.32292036,572.885595
Cyclopterus lumpus,24,21.858148,815,37.28586704,572.885595
Cyclopterus lumpus,12,21.746117,878,40.37502419,572.885595
Cyclopterus lumpus,20,20.970387,640,30.51922695,572.885595
Cyclopterus lumpus,19,19.600944,869,44.33459939,572.885595
Cyclopterus lumpus,23,17.61329,614,34.86004034,572.885595
Cyclopterus lumpus,18,16.667136,716,42.95879028,572.885595
Cyclopterus lumpus,16,16.27811,822,50.49726289,572.885595
Cyclopterus lumpus,2,12.788815,493,38.54931047,572.885595
Cyclopterus lumpus,25,12.494197,376,30.09397083,572.885595
