species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Salarias fasciatus,23,41.705463,1054,25.2724685,797.490645
Salarias fasciatus,6,41.296897,1488,36.03176287,797.490645
Salarias fasciatus,1,41.08291,1111,27.04287501,797.490645
Salarias fasciatus,14,41.006365,1204,29.3612955,797.490645
Salarias fasciatus,5,37.109336,1316,35.46277411,797.490645
Salarias fasciatus,11,36.057378,1263,35.02750533,797.490645
Salarias fasciatus,2,35.747288,1083,30.29600455,797.490645
Salarias fasciatus,16,34.246461,1053,30.74770266,797.490645
Salarias fasciatus,20,34.145682,1269,37.16428918,797.490645
Salarias fasciatus,7,33.379828,1283,38.43638739,797.490645
Salarias fasciatus,12,32.729575,1173,35.83914548,797.490645
Salarias fasciatus,22,31.729373,1042,32.84023293,797.490645
Salarias fasciatus,18,31.625632,1278,40.41025963,797.490645
Salarias fasciatus,15,30.603455,989,32.31661262,797.490645
Salarias fasciatus,3,30.411982,885,29.10037235,797.490645
Salarias fasciatus,13,29.904995,939,31.39943678,797.490645
Salarias fasciatus,10,28.124721,1044,37.12036823,797.490645
Salarias fasciatus,4,27.169852,1328,48.8777046,797.490645
Salarias fasciatus,9,26.18821,714,27.26417728,797.490645
Salarias fasciatus,19,26.030347,968,37.18736443,797.490645
Salarias fasciatus,17,22.427289,750,33.44140257,797.490645
Salarias fasciatus,8,22.082935,941,42.61208938,797.490645
