species,name,size.Mbp,genecount,genedens,asmblysize.Mbp
Sciurus vulgaris,1,213.194295,2323,10.89616399,2878.591032
Sciurus vulgaris,2,204.367342,2354,11.51847441,2878.591032
Sciurus vulgaris,3,189.657161,2178,11.48387959,2878.591032
Sciurus vulgaris,4,187.75093,1374,7.318206094,2878.591032
Sciurus vulgaris,5,181.665744,1761,9.693627215,2878.591032
Sciurus vulgaris,6,173.029059,1252,7.235778818,2878.591032
Sciurus vulgaris,7,162.823747,1413,8.678095339,2878.591032
Sciurus vulgaris,8,153.872958,1414,9.189398959,2878.591032
Sciurus vulgaris,9,146.519342,866,5.910482454,2878.591032
Sciurus vulgaris,10,145.285108,1090,7.502489519,2878.591032
Sciurus vulgaris,X,138.336059,1120,8.096226017,2878.591032
Sciurus vulgaris,11,132.263442,1860,14.06284285,2878.591032
Sciurus vulgaris,12,115.298656,895,7.762449547,2878.591032
Sciurus vulgaris,13,100.599875,533,5.298217319,2878.591032
Sciurus vulgaris,14,99.237486,876,8.827309471,2878.591032
Sciurus vulgaris,15,90.997183,885,9.725575791,2878.591032
Sciurus vulgaris,16,79.696672,1111,13.94035625,2878.591032
Sciurus vulgaris,17,75.034025,1323,17.63200095,2878.591032
Sciurus vulgaris,18,41.577549,774,18.61581595,2878.591032
Sciurus vulgaris,19,33.124187,236,7.124703166,2878.591032
Sciurus vulgaris,Y,4.036009,31,7.680855023,2878.591032
