"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Calidris pygmaea","QJSC01004003.1",21947536,142,6.46997457937875e-06,1178350366,18422
"Calidris pygmaea","QJSC01002381.1",18256978,341,1.86777899387292e-05,1178350366,18422
"Calidris pygmaea","QJSC01003367.1",17868685,220,1.23120419885403e-05,1178350366,18422
"Calidris pygmaea","QJSC01003368.1",13857106,171,1.23402390080584e-05,1178350366,18422
"Calidris pygmaea","QJSC01009029.1",11624632,116,9.97881051202309e-06,1178350366,18422
"Calidris pygmaea","QJSC01012345.1",11529295,151,1.30970714167692e-05,1178350366,18422
"Calidris pygmaea","QJSC01002430.1",11272743,119,1.05564368849711e-05,1178350366,18422
"Calidris pygmaea","QJSC01002380.1",11145563,130,1.16638342989044e-05,1178350366,18422
"Calidris pygmaea","QJSC01002384.1",10842799,144,1.32807036264345e-05,1178350366,18422
"Calidris pygmaea","QJSC01006723.1",10631746,130,1.22275306426621e-05,1178350366,18422
"Calidris pygmaea","QJSC01026628.1",9568156,116,1.2123548152852e-05,1178350366,18422
"Calidris pygmaea","QJSC01000495.1",9476602,91,9.60259806204798e-06,1178350366,18422
"Calidris pygmaea","QJSC01006438.1",9222637,149,1.61558998798283e-05,1178350366,18422
"Calidris pygmaea","QJSC01029155.1",8817131,92,1.04342330855694e-05,1178350366,18422
"Calidris pygmaea","QJSC01004005.1",8735911,78,8.92866239136365e-06,1178350366,18422
"Calidris pygmaea","QJSC01002385.1",8318916,61,7.33268613362606e-06,1178350366,18422
"Calidris pygmaea","QJSC01028743.1",8310106,126,1.51622614681449e-05,1178350366,18422
"Calidris pygmaea","QJSC01029153.1",7901506,166,2.10086532871075e-05,1178350366,18422
"Calidris pygmaea","QJSC01021201.1",7678866,102,1.32832113491758e-05,1178350366,18422
"Calidris pygmaea","QJSC01029157.1",7644814,101,1.32115706150601e-05,1178350366,18422
"Calidris pygmaea","QJSC01009158.1",7474687,132,1.76596023351881e-05,1178350366,18422
"Calidris pygmaea","QJSC01012561.1",7345229,85,1.15721375058558e-05,1178350366,18422
"Calidris pygmaea","QJSC01029154.1",7316569,80,1.09340867283559e-05,1178350366,18422
"Calidris pygmaea","QJSC01026553.1",7234497,80,1.10581288512525e-05,1178350366,18422
"Calidris pygmaea","QJSC01005981.1",7127763,63,8.83867771697796e-06,1178350366,18422
"Calidris pygmaea","QJSC01002917.1",6963600,38,5.45694755586191e-06,1178350366,18422
