"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Rhinolophus ferrumequinum","1",124933378,1108,8.86872681854484e-06,2075768562,22172
"Rhinolophus ferrumequinum","2",109261889,812,7.43168553492609e-06,2075768562,22172
"Rhinolophus ferrumequinum","4",106206046,615,5.79063078951268e-06,2075768562,22172
"Rhinolophus ferrumequinum","3",104300736,959,9.19456599040682e-06,2075768562,22172
"Rhinolophus ferrumequinum","6",101153585,1321,1.30593493053163e-05,2075768562,22172
"Rhinolophus ferrumequinum","7",100276429,686,6.84108924540981e-06,2075768562,22172
"Rhinolophus ferrumequinum","8",97569473,697,7.14362780251975e-06,2075768562,22172
"Rhinolophus ferrumequinum","9",94502422,1119,1.18409663616875e-05,2075768562,22172
"Rhinolophus ferrumequinum","10",92464824,1176,1.27183500614244e-05,2075768562,22172
"Rhinolophus ferrumequinum","11",89119429,1330,1.49237940023157e-05,2075768562,22172
"Rhinolophus ferrumequinum","5",88025743,619,7.03203379947614e-06,2075768562,22172
"Rhinolophus ferrumequinum","12",83956141,860,1.02434436570876e-05,2075768562,22172
"Rhinolophus ferrumequinum","14",73406552,506,6.89311766066876e-06,2075768562,22172
"Rhinolophus ferrumequinum","13",71409564,625,8.75232902976414e-06,2075768562,22172
"Rhinolophus ferrumequinum","16",67738280,634,9.35955267833786e-06,2075768562,22172
"Rhinolophus ferrumequinum","17",66937833,644,9.62086717088675e-06,2075768562,22172
"Rhinolophus ferrumequinum","18",62623004,927,1.48028670103402e-05,2075768562,22172
"Rhinolophus ferrumequinum","19",60482744,358,5.91904362011089e-06,2075768562,22172
"Rhinolophus ferrumequinum","20",57783881,408,7.06079261100514e-06,2075768562,22172
"Rhinolophus ferrumequinum","21",55572441,1234,2.22052509804275e-05,2075768562,22172
"Rhinolophus ferrumequinum","22",53307308,942,1.76711230662783e-05,2075768562,22172
"Rhinolophus ferrumequinum","15",51055830,1158,2.2681053270508e-05,2075768562,22172
"Rhinolophus ferrumequinum","23",45543787,590,1.29545661189747e-05,2075768562,22172
"Rhinolophus ferrumequinum","24",44817474,625,1.394545350771e-05,2075768562,22172
"Rhinolophus ferrumequinum","25",40340809,609,1.50963754841902e-05,2075768562,22172
"Rhinolophus ferrumequinum","26",30135795,327,1.08508834759461e-05,2075768562,22172
"Rhinolophus ferrumequinum","27",27843844,239,8.58358493891864e-06,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000080.1",19127987,454,2.37348551104724e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000012.1",17697288,133,7.51527578688893e-06,2075768562,22172
"Rhinolophus ferrumequinum","28",16664288,218,1.30818670440645e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000010.1",4123485,15,3.63769966424032e-06,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000120.1",3464518,66,1.90502690417541e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000059.1",3056996,28,9.15931849436506e-06,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000119.1",2694875,14,5.19504615241894e-06,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000114.1",2644450,31,1.17226644481839e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000087.1",895468,6,6.70040693804804e-06,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000082.1",276836,29,0.000104755161900909,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000077.1",166403,4,2.403802816055e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000093.1",163562,2,1.22277790684878e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000115.1",101342,2,1.97351542302303e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000043.1",84191,4,4.75110166169781e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000035.1",61332,2,3.26094045522729e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000023.1",59794,3,5.01722580860956e-05,2075768562,22172
"Rhinolophus ferrumequinum","RXPC01000037.1",58373,2,3.42624158429411e-05,2075768562,22172
