species,contigName,contigSize.bp,contigGeneCount,contigGeneDens.genesPerBp,asmblySize.bp,asmblyGeneCount
Monodelphis domestica,1,748055161,7318,9.7827010380054e-06,3600487649,34985
Monodelphis domestica,2,541556283,5762,1.06397066766189e-05,3600487649,34985
Monodelphis domestica,3,527952102,4594,8.70154694449914e-06,3600487649,34985
Monodelphis domestica,4,435153693,4560,1.04790561894645e-05,3600487649,34985
Monodelphis domestica,8,312544902,2926,9.36185482878233e-06,3600487649,34985
Monodelphis domestica,5,304825324,2632,8.63445321885396e-06,3600487649,34985
Monodelphis domestica,6,292091736,2709,9.27448354786731e-06,3600487649,34985
Monodelphis domestica,7,260857928,1877,7.19548765257386e-06,3600487649,34985
Monodelphis domestica,X,79335909,1013,1.27684930161952e-05,3600487649,34985
Monodelphis domestica,DS029321.1,2307216,32,1.38695293375219e-05,3600487649,34985
Monodelphis domestica,DS029322.1,1652629,8,4.84077188528097e-06,3600487649,34985
Monodelphis domestica,DS029323.1,1241372,12,9.66672359292783e-06,3600487649,34985
Monodelphis domestica,DS029333.1,787189,9,1.14330865903868e-05,3600487649,34985
Monodelphis domestica,DS029329.1,705789,13,1.84191025929846e-05,3600487649,34985
Monodelphis domestica,DS029327.1,704112,23,3.26652577998955e-05,3600487649,34985
Monodelphis domestica,DS029324.1,687359,8,1.16387506383127e-05,3600487649,34985
Monodelphis domestica,DS029341.1,672680,14,2.08122732948802e-05,3600487649,34985
