"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Rhinopithecus roxellana","KN296311.1",9848887,138,1.40117355392543e-05,2899535590,28883
"Rhinopithecus roxellana","KN299482.1",9259753,202,2.18148367456454e-05,2899535590,28883
"Rhinopithecus roxellana","KN300162.1",8922860,65,7.28465985121362e-06,2899535590,28883
"Rhinopithecus roxellana","KN299057.1",7970165,195,2.4466243797964e-05,2899535590,28883
"Rhinopithecus roxellana","KN298804.1",7874669,52,6.60345215779863e-06,2899535590,28883
"Rhinopithecus roxellana","KN295893.1",7760291,115,1.48190319151692e-05,2899535590,28883
"Rhinopithecus roxellana","KN298724.1",7700815,81,1.05183672117821e-05,2899535590,28883
"Rhinopithecus roxellana","KN294790.1",7694058,59,7.66825516521971e-06,2899535590,28883
"Rhinopithecus roxellana","KN299104.1",7468170,135,1.80767175894496e-05,2899535590,28883
"Rhinopithecus roxellana","KN297190.1",7153799,53,7.4086509839038e-06,2899535590,28883
"Rhinopithecus roxellana","KN294172.1",7123385,119,1.67055409752526e-05,2899535590,28883
"Rhinopithecus roxellana","KN297008.1",6916312,164,2.37120592593278e-05,2899535590,28883
"Rhinopithecus roxellana","KN299711.1",6889846,73,1.05953021301202e-05,2899535590,28883
"Rhinopithecus roxellana","KN297112.1",6872927,49,7.12942244257796e-06,2899535590,28883
"Rhinopithecus roxellana","KN298527.1",6804151,98,1.44029725383814e-05,2899535590,28883
"Rhinopithecus roxellana","KN299263.1",6679390,99,1.48217127611953e-05,2899535590,28883
"Rhinopithecus roxellana","KN296119.1",6466590,126,1.94847670874449e-05,2899535590,28883
"Rhinopithecus roxellana","KN295236.1",6217487,183,2.94331134106111e-05,2899535590,28883
"Rhinopithecus roxellana","KN299668.1",6041610,104,1.72139545584703e-05,2899535590,28883
"Rhinopithecus roxellana","KN298155.1",5845335,94,1.60811997943659e-05,2899535590,28883
"Rhinopithecus roxellana","KN295586.1",5804774,61,1.05085917212281e-05,2899535590,28883
"Rhinopithecus roxellana","KN298755.1",5631541,108,1.91776993188898e-05,2899535590,28883
"Rhinopithecus roxellana","KN296635.1",5607563,51,9.09485992399907e-06,2899535590,28883
"Rhinopithecus roxellana","KN299689.1",5473716,28,5.11535490697727e-06,2899535590,28883
"Rhinopithecus roxellana","KN299213.1",5465263,112,2.04930668478351e-05,2899535590,28883
"Rhinopithecus roxellana","KN296682.1",5438161,43,7.90708476633921e-06,2899535590,28883
"Rhinopithecus roxellana","KN299774.1",5399761,104,1.92601116975362e-05,2899535590,28883
"Rhinopithecus roxellana","KN294911.1",5046767,80,1.58517324061127e-05,2899535590,28883
"Rhinopithecus roxellana","KN297845.1",5028527,47,9.34667348907543e-06,2899535590,28883
"Rhinopithecus roxellana","KN298889.1",4860793,26,5.3489214619919e-06,2899535590,28883
"Rhinopithecus roxellana","KN296157.1",4796880,39,8.13028468504528e-06,2899535590,28883
"Rhinopithecus roxellana","KN295607.1",4786336,20,4.17856163879845e-06,2899535590,28883
"Rhinopithecus roxellana","KN297197.1",4768883,58,1.21621771806941e-05,2899535590,28883
"Rhinopithecus roxellana","KN297530.1",4753607,16,3.36586512094921e-06,2899535590,28883
"Rhinopithecus roxellana","KN295096.1",4723420,44,9.31528426436777e-06,2899535590,28883
"Rhinopithecus roxellana","KN294978.1",4721345,18,3.81247292879466e-06,2899535590,28883
"Rhinopithecus roxellana","KN297047.1",4700242,11,2.34030503110265e-06,2899535590,28883
"Rhinopithecus roxellana","KN299389.1",4536473,19,4.18827578164799e-06,2899535590,28883
"Rhinopithecus roxellana","KN294501.1",4520785,24,5.30881251817992e-06,2899535590,28883
"Rhinopithecus roxellana","KN294387.1",4506705,20,4.43783207465321e-06,2899535590,28883
"Rhinopithecus roxellana","KN294539.1",4487616,49,1.09189378057303e-05,2899535590,28883
"Rhinopithecus roxellana","KN294251.1",4421433,41,9.27301171362316e-06,2899535590,28883
"Rhinopithecus roxellana","KN297991.1",4420559,84,1.90021216773716e-05,2899535590,28883
"Rhinopithecus roxellana","KN298066.1",4420341,39,8.82284873497316e-06,2899535590,28883
