"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Sinocyclocheilus anshuiensis","LAVE01S013150.1",7153784,258,3.60648294664754e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011841.1",6036664,147,2.43511979464154e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016170.1",6014381,199,3.30873617750522e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S014590.1",5833377,164,2.81140752603509e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011854.1",5716676,215,3.76092680431775e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S020636.1",5413328,204,3.76847661918879e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016160.1",5344484,164,3.06858435725507e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011762.1",5282214,150,2.83971834537563e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019326.1",4770336,147,3.08154394155883e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011207.1",4626040,133,2.87502918262704e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001484.1",4570848,131,2.86598898060054e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S000169.1",4569019,122,2.67015742328933e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007795.1",4523069,155,3.42687675116166e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S000345.1",4514074,116,2.56974077075387e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S014620.1",4294994,108,2.5145553171902e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S013192.1",4288542,179,4.17391271905463e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007792.1",4235672,121,2.85668956425332e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016182.1",4221215,139,3.29289079092157e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003415.1",4107747,127,3.09171913460104e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005953.1",3910965,133,3.40069522483581e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019260.1",3875207,150,3.87076096838182e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001600.1",3862124,129,3.34013097456218e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005922.1",3818414,99,2.59269948203626e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005890.1",3786890,107,2.82553757832945e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011729.1",3750388,140,3.73294709774029e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011233.1",3749111,111,2.96070188372657e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S000094.1",3678031,142,3.86076136933049e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007752.1",3662170,97,2.64870281827441e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007758.1",3639190,128,3.51726620484229e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011234.1",3632262,147,4.04706488683911e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001571.1",3614795,147,4.06662065207017e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S020724.1",3546869,113,3.18590847307865e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016091.1",3545666,143,4.0330927955425e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S009646.1",3538709,116,3.27803162113641e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019248.1",3504561,124,3.53824630246128e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S022124.1",3496940,78,2.23052154169074e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016083.1",3490048,106,3.03720751118609e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005927.1",3461050,135,3.90055041100244e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S024163.1",3409279,146,4.28243039070724e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003366.1",3408102,108,3.16891924009317e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011752.1",3396283,116,3.41549864955306e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005924.1",3383192,68,2.00993617861475e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S013248.1",3363797,83,2.46744973017099e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S020924.1",3351518,79,2.35714085378625e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S020720.1",3342025,102,3.05204180100388e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005901.1",3329853,93,2.79291608368297e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019426.1",3271041,130,3.9742699648216e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004387.1",3233148,47,1.45369157242415e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S000042.1",3228004,122,3.7794253043057e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004420.1",3189127,90,2.8220889290392e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016127.1",3180247,118,3.71040362588189e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019291.1",3177524,160,5.03536716009069e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S022191.1",3137631,51,1.62543014140286e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001514.1",3123504,85,2.72130274204867e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S006022.1",3101233,101,3.25676916245893e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S013116.1",3100747,60,1.93501759414747e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004550.1",3088400,99,3.2055433234037e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S013135.1",3085830,134,4.34242975147691e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003434.1",3078585,103,3.34569290761827e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004437.1",3072493,105,3.41742031633595e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004432.1",3069011,72,2.34603264699931e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S017692.1",3057666,73,2.38744192465757e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019313.1",3044376,89,2.92342338791266e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003361.1",3003979,82,2.72971282422414e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001518.1",2986908,70,2.34356063193108e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011781.1",2973403,97,3.26225540231176e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011671.1",2959629,100,3.37880187009926e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007710.1",2954269,105,3.55417871561459e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S001482.1",2941767,105,3.56928335928712e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003452.1",2939681,122,4.1501101650145e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S009647.1",2916226,77,2.64039892655782e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003432.1",2897545,106,3.65826932800008e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S017907.1",2890442,86,2.97532349723676e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S009617.1",2863312,93,3.24798694658493e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007720.1",2841229,99,3.48440762782585e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011243.1",2828728,166,5.86836203410155e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S017684.1",2823079,93,3.29427550557388e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S020679.1",2804383,109,3.88677295504929e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007739.1",2793459,54,1.93308725848491e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S003447.1",2779788,116,4.17298009776285e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S011785.1",2777986,114,4.10369238721865e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S022206.1",2747149,128,4.65937595667363e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S004556.1",2746399,61,2.22109023488575e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016076.1",2739653,104,3.79610118507709e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S009656.1",2732475,102,3.73287953229215e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S017811.1",2727741,60,2.19962232484682e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005911.1",2714896,76,2.79937058362457e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019302.1",2714443,105,3.86819690080064e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S007708.1",2709373,81,2.98962158403439e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S000083.1",2661154,85,3.19410300944628e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S013104.1",2653154,58,2.18607740070874e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S016192.1",2652217,72,2.71470999544909e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S017647.1",2647815,90,3.39902901071261e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019308.1",2639166,82,3.10704214892129e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S019364.1",2632839,57,2.16496337223811e-05,1632701648,49270
"Sinocyclocheilus anshuiensis","LAVE01S005900.1",2632787,79,3.00062253421944e-05,1632701648,49270
