"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Dromaius novaehollandiae","PTEY01000001.1",11235192,165,1.46859973554524e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000002.1",10359475,205,1.97886475907322e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000003.1",10339587,134,1.29598986884099e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000004.1",9877681,108,1.09337404194365e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000005.1",9145639,133,1.4542450232291e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000006.1",8565442,66,7.70538169542214e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000007.1",8563375,81,9.4588874129651e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000008.1",8540235,74,8.66486695038251e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000009.1",8521660,32,3.75513690994478e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000010.1",8147296,92,1.12920900382164e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000011.1",7997983,87,1.08777425508406e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000012.1",7980240,86,1.07766182470703e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000013.1",7859041,96,1.22152308405059e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000014.1",7613813,75,9.85051773664523e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000015.1",7524188,104,1.38220895065355e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000016.1",7276545,109,1.49796366269981e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000017.1",7275734,129,1.77301699045072e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000018.1",7185042,101,1.40569811561296e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000019.1",6915652,54,7.80837439477868e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000020.1",6826750,68,9.96081590800894e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000021.1",6731824,168,2.49560891669182e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000022.1",6548768,86,1.31322410566384e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000023.1",6503625,67,1.03019469911011e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000024.1",6492541,108,1.66344733132991e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000025.1",6453250,53,8.21291597257196e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000026.1",6395392,72,1.12581058362021e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000027.1",6331421,63,9.95037290996761e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000028.1",6273984,77,1.22729034693107e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000029.1",6203501,76,1.22511465702996e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000030.1",6201496,82,1.3222615962342e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000031.1",6098737,55,9.01826066610185e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000032.1",5925307,76,1.28263396310098e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000033.1",5911132,51,8.6277890596928e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000034.1",5905515,97,1.64253244636581e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000035.1",5860133,128,2.18425076700478e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000036.1",5849604,64,1.09409115557224e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000037.1",5827189,32,5.49149855959709e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000038.1",5762447,85,1.475067796719e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000039.1",5645021,74,1.31088972033939e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000040.1",5641905,55,9.74848034484806e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000041.1",5602381,59,1.05312366295688e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000042.1",5587085,58,1.03810842326544e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000043.1",5540529,96,1.73268653588854e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000044.1",5479888,146,2.66428802924439e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000046.1",5463453,239,4.37452285212301e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000045.1",5462981,71,1.29965672587915e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000047.1",5440818,77,1.41522837191025e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000048.1",5387693,71,1.31781822015471e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000049.1",5268225,50,9.49086267196257e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000050.1",5231315,75,1.43367394240263e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000051.1",5138220,101,1.9656612601251e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000052.1",5011623,77,1.53642841849836e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000053.1",4994470,140,2.80310022885311e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000054.1",4985136,63,1.26375689650192e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000055.1",4953823,56,1.13044006618727e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000056.1",4892574,52,1.06283522742834e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000057.1",4873492,58,1.19011173097237e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000058.1",4872757,56,1.14924672008064e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000059.1",4765930,113,2.37099579725258e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000060.1",4739934,77,1.62449519339299e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000061.1",4720372,65,1.37701011699925e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000062.1",4711637,60,1.27344275460949e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000063.1",4678084,43,9.19179732557175e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000064.1",4529100,39,8.61098231436709e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000065.1",4508800,76,1.68559261887864e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000066.1",4460377,104,2.33164147335528e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000067.1",4416674,44,9.96224760985302e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000068.1",4408807,72,1.63309484856107e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000069.1",4401516,56,1.27228891136599e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000070.1",4366146,122,2.79422630393029e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000071.1",4361957,34,7.79466647653794e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000072.1",4346017,48,1.10445955457606e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000073.1",4333484,57,1.31533888206349e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000074.1",4331409,61,1.40831770908727e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000075.1",4183652,36,8.60492220672274e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000076.1",4107631,43,1.04683210346791e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000077.1",4100815,84,2.04837331115888e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000078.1",4099384,36,8.78180721786493e-06,1192237364,19242
"Dromaius novaehollandiae","PTEY01000079.1",4086312,57,1.39490082989258e-05,1192237364,19242
"Dromaius novaehollandiae","PTEY01000080.1",4075067,43,1.05519737466893e-05,1192237364,19242
