"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Poecilia reticulata","LG2",46286544,1404,3.0332789589994e-05,731605743,23254
"Poecilia reticulata","LG3",35265442,879,2.49252511849986e-05,731605743,23254
"Poecilia reticulata","LG9",34117797,1075,3.15084822153083e-05,731605743,23254
"Poecilia reticulata","LG1",34115677,1133,3.32105383692078e-05,731605743,23254
"Poecilia reticulata","LG5",33908744,1114,3.28528830203796e-05,731605743,23254
"Poecilia reticulata","LG13",33524197,946,2.82184238447233e-05,731605743,23254
"Poecilia reticulata","LG16",33199742,1147,3.45484612500904e-05,731605743,23254
"Poecilia reticulata","LG10",32819797,886,2.69959012848251e-05,731605743,23254
"Poecilia reticulata","LG6",31529174,1014,3.21606902863995e-05,731605743,23254
"Poecilia reticulata","LG4",31497199,981,3.11456266317522e-05,731605743,23254
"Poecilia reticulata","LG7",31413364,1062,3.38072675056387e-05,731605743,23254
"Poecilia reticulata","LG17",30788009,1022,3.31947414982242e-05,731605743,23254
"Poecilia reticulata","LG15",30644713,838,2.73456631817697e-05,731605743,23254
"Poecilia reticulata","LG11",28875558,953,3.30036912187117e-05,731605743,23254
"Poecilia reticulata","LG19",28470737,940,3.3016356408336e-05,731605743,23254
"Poecilia reticulata","LG14",28338960,904,3.18995474781008e-05,731605743,23254
"Poecilia reticulata","LG8",27946405,1220,4.36549888974986e-05,731605743,23254
"Poecilia reticulata","LG12",26439574,873,3.30186863071243e-05,731605743,23254
"Poecilia reticulata","LG20",26385442,615,2.33083076645068e-05,731605743,23254
"Poecilia reticulata","LG21",25773841,828,3.21255958706349e-05,731605743,23254
"Poecilia reticulata","LG22",25248790,854,3.38234030224815e-05,731605743,23254
"Poecilia reticulata","LG18",22026651,703,3.19158822646257e-05,731605743,23254
"Poecilia reticulata","LG23",18084596,559,3.09102840892879e-05,731605743,23254
"Poecilia reticulata","KK215283.1",1503009,57,3.79239246072379e-05,731605743,23254
"Poecilia reticulata","KK215284.1",1457224,76,5.21539584854491e-05,731605743,23254
"Poecilia reticulata","KK215285.1",1250539,32,2.55889660378445e-05,731605743,23254
"Poecilia reticulata","KK215286.1",1097344,32,2.91613204245888e-05,731605743,23254
"Poecilia reticulata","KK215287.1",1072919,40,3.72814723199049e-05,731605743,23254
"Poecilia reticulata","KK215288.1",1017687,51,5.01136400484628e-05,731605743,23254
"Poecilia reticulata","KK215289.1",637815,35,5.48748461544492e-05,731605743,23254
"Poecilia reticulata","KK215290.1",608403,10,1.64364738503919e-05,731605743,23254
"Poecilia reticulata","KK215292.1",565028,33,5.84041852793136e-05,731605743,23254
"Poecilia reticulata","KK215291.1",560734,19,3.38841589773404e-05,731605743,23254
"Poecilia reticulata","KK215293.1",490034,23,4.69355187599228e-05,731605743,23254
"Poecilia reticulata","KK215295.1",466644,19,4.07162633613633e-05,731605743,23254
"Poecilia reticulata","KK215294.1",438384,9,2.05299463484069e-05,731605743,23254
"Poecilia reticulata","KK215296.1",372327,15,4.02871669258474e-05,731605743,23254
"Poecilia reticulata","KK215298.1",362703,25,6.89269181672057e-05,731605743,23254
"Poecilia reticulata","KK215299.1",330147,2,6.05790753815725e-06,731605743,23254
"Poecilia reticulata","KK215301.1",325384,28,8.60521722026897e-05,731605743,23254
"Poecilia reticulata","KK215297.1",316792,24,7.57594888759817e-05,731605743,23254
"Poecilia reticulata","KK215300.1",303838,7,2.30385929343927e-05,731605743,23254
"Poecilia reticulata","KK215302.1",302343,5,1.65375087235359e-05,731605743,23254
"Poecilia reticulata","KK215304.1",290735,23,7.91098422962492e-05,731605743,23254
"Poecilia reticulata","KK215308.1",277439,12,4.32527510551869e-05,731605743,23254
"Poecilia reticulata","KK215307.1",273815,6,2.19126052261564e-05,731605743,23254
