"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Pygocentrus nattereri","1",57280940,1189,2.07573409235253e-05,1222050449,27760
"Pygocentrus nattereri","2",56818618,1512,2.66109957127081e-05,1222050449,27760
"Pygocentrus nattereri","3",51765735,1166,2.25245521965447e-05,1222050449,27760
"Pygocentrus nattereri","4",51691046,1167,2.25764438970726e-05,1222050449,27760
"Pygocentrus nattereri","5",51321326,1080,2.10438833945951e-05,1222050449,27760
"Pygocentrus nattereri","6",49156659,1001,2.03634669313063e-05,1222050449,27760
"Pygocentrus nattereri","7",47608937,973,2.04373393171958e-05,1222050449,27760
"Pygocentrus nattereri","8",47070931,1016,2.15844466726184e-05,1222050449,27760
"Pygocentrus nattereri","9",46700326,1152,2.46679220183602e-05,1222050449,27760
"Pygocentrus nattereri","10",44857604,1012,2.25602776287383e-05,1222050449,27760
"Pygocentrus nattereri","11",43612539,1243,2.8500977666079e-05,1222050449,27760
"Pygocentrus nattereri","12",42961473,1070,2.49060361594213e-05,1222050449,27760
"Pygocentrus nattereri","13",42283192,940,2.22310557821652e-05,1222050449,27760
"Pygocentrus nattereri","14",42146199,1047,2.48420978603551e-05,1222050449,27760
"Pygocentrus nattereri","15",41497722,910,2.192891455584e-05,1222050449,27760
"Pygocentrus nattereri","16",41497524,1021,2.46038775711052e-05,1222050449,27760
"Pygocentrus nattereri","17",41076313,937,2.28112002165336e-05,1222050449,27760
"Pygocentrus nattereri","18",40309719,966,2.39644439099166e-05,1222050449,27760
"Pygocentrus nattereri","19",39896561,863,2.16309370624701e-05,1222050449,27760
"Pygocentrus nattereri","20",37625438,835,2.21924326834415e-05,1222050449,27760
"Pygocentrus nattereri","21",36030890,753,2.08987343915179e-05,1222050449,27760
"Pygocentrus nattereri","22",34864201,736,2.11104794858199e-05,1222050449,27760
"Pygocentrus nattereri","23",34785372,852,2.44930541493131e-05,1222050449,27760
"Pygocentrus nattereri","24",34438016,681,1.97746583310723e-05,1222050449,27760
"Pygocentrus nattereri","25",34223065,571,1.66846540483735e-05,1222050449,27760
"Pygocentrus nattereri","26",31727646,656,2.06759745113142e-05,1222050449,27760
"Pygocentrus nattereri","27",28838170,764,2.64926657967548e-05,1222050449,27760
"Pygocentrus nattereri","28",27244250,672,2.46657551593456e-05,1222050449,27760
"Pygocentrus nattereri","29",21576741,480,2.22461770292372e-05,1222050449,27760
"Pygocentrus nattereri","30",20276987,456,2.2488548224645e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000031.1",279593,9,3.2189647094169e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000054.1",61369,2,3.25897440075608e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000032.1",49618,2,4.03079527590794e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000033.1",46598,4,8.58405940169106e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000034.1",46222,3,6.49041581930682e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000039.1",23880,2,8.37520938023451e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000040.1",22308,2,8.9653935807782e-05,1222050449,27760
"Pygocentrus nattereri","JADFAU010000042.1",21247,12,0.000564785616792959,1222050449,27760
