"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Peromyscus maniculatus bairdii","1",193310054,2903,1.50173254827191e-05,2512423440,25394
"Peromyscus maniculatus bairdii","2",168715211,1610,9.54270803715499e-06,2512423440,25394
"Peromyscus maniculatus bairdii","3",161151335,1497,9.28940489385335e-06,2512423440,25394
"Peromyscus maniculatus bairdii","4",154712973,1872,1.20998256558615e-05,2512423440,25394
"Peromyscus maniculatus bairdii","5",139359418,1353,9.70870874331579e-06,2512423440,25394
"Peromyscus maniculatus bairdii","6",134808455,1151,8.53804013998974e-06,2512423440,25394
"Peromyscus maniculatus bairdii","X",134369076,1113,8.28315586541653e-06,2512423440,25394
"Peromyscus maniculatus bairdii","7",119402526,1392,1.16580448222678e-05,2512423440,25394
"Peromyscus maniculatus bairdii","9",115033041,884,7.68474859323244e-06,2512423440,25394
"Peromyscus maniculatus bairdii","8",108536456,1947,1.79386730666791e-05,2512423440,25394
"Peromyscus maniculatus bairdii","10",98965349,759,7.66935101699081e-06,2512423440,25394
"Peromyscus maniculatus bairdii","11",94517625,754,7.97734814009556e-06,2512423440,25394
"Peromyscus maniculatus bairdii","14",88525187,791,8.93531012817855e-06,2512423440,25394
"Peromyscus maniculatus bairdii","12",83173863,703,8.4521744529288e-06,2512423440,25394
"Peromyscus maniculatus bairdii","19",79940924,570,7.13026534444361e-06,2512423440,25394
"Peromyscus maniculatus bairdii","15",78974444,458,5.79934440564089e-06,2512423440,25394
"Peromyscus maniculatus bairdii","20",70296724,814,1.15794869758084e-05,2512423440,25394
"Peromyscus maniculatus bairdii","21",70257074,824,1.17283563502801e-05,2512423440,25394
"Peromyscus maniculatus bairdii","13",65685024,539,8.20582786115751e-06,2512423440,25394
"Peromyscus maniculatus bairdii","16",63928082,434,6.78887879038824e-06,2512423440,25394
"Peromyscus maniculatus bairdii","17",63635831,526,8.26578347032193e-06,2512423440,25394
"Peromyscus maniculatus bairdii","22",54709200,634,1.15885445226763e-05,2512423440,25394
"Peromyscus maniculatus bairdii","23",47673962,713,1.49557529957338e-05,2512423440,25394
"Peromyscus maniculatus bairdii","18",46762208,442,9.4520771987499e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112627.1",803378,4,4.97897627268857e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112628.1",694148,11,1.5846764666901e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112630.1",667483,21,3.14614754233441e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112629.1",654939,2,3.05371950670215e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112631.1",581812,2,3.43753652382557e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112632.1",558575,13,2.32735084814036e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112633.1",534871,2,3.73921936317355e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112634.1",504908,10,1.98055883448074e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112635.1",470796,7,1.48684355856889e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112637.1",432157,3,6.9419215701701e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112639.1",422768,15,3.54804526359611e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112638.1",422299,18,4.26238281407249e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112640.1",368475,8,2.17111065879639e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112642.1",356875,2,5.60420315236427e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112641.1",354326,9,2.54003375422633e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112643.1",325376,2,6.14673485444532e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112645.1",318942,3,9.40609891453619e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112649.1",308303,3,9.73068701893916e-06,2512423440,25394
"Peromyscus maniculatus bairdii","ML112648.1",295045,7,2.37251944618618e-05,2512423440,25394
"Peromyscus maniculatus bairdii","ML112650.1",286367,2,6.98404494931329e-06,2512423440,25394
