"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Mustela putorius furo","GL896898.1",52375790,594,1.13411177187017e-05,2410758013,32057
"Mustela putorius furo","GL896899.1",40953715,402,9.81595930918599e-06,2410758013,32057
"Mustela putorius furo","GL896900.1",39231737,460,1.17252009514644e-05,2410758013,32057
"Mustela putorius furo","GL896901.1",34388835,345,1.00323258987983e-05,2410758013,32057
"Mustela putorius furo","GL896902.1",33914829,419,1.23544777418751e-05,2410758013,32057
"Mustela putorius furo","GL896903.1",32669408,691,2.1151286243081e-05,2410758013,32057
"Mustela putorius furo","GL896904.1",30405222,363,1.19387386811384e-05,2410758013,32057
"Mustela putorius furo","GL896905.1",27910907,351,1.25757289076991e-05,2410758013,32057
"Mustela putorius furo","GL896906.1",27295742,340,1.24561552494158e-05,2410758013,32057
"Mustela putorius furo","GL896907.1",27182759,355,1.30597486443521e-05,2410758013,32057
"Mustela putorius furo","GL896908.1",26356634,249,9.44733686403203e-06,2410758013,32057
"Mustela putorius furo","GL896909.1",25865670,302,1.1675707607806e-05,2410758013,32057
"Mustela putorius furo","GL896910.1",22682683,334,1.47248894674409e-05,2410758013,32057
"Mustela putorius furo","GL896911.1",21695963,315,1.45188300699075e-05,2410758013,32057
"Mustela putorius furo","GL896912.1",20492398,289,1.41027907031671e-05,2410758013,32057
"Mustela putorius furo","GL896913.1",20317840,200,9.84356604835947e-06,2410758013,32057
"Mustela putorius furo","GL896914.1",19722643,244,1.23715670359191e-05,2410758013,32057
"Mustela putorius furo","GL896915.1",19408490,204,1.05108640600067e-05,2410758013,32057
"Mustela putorius furo","GL896916.1",18974129,372,1.96056430310978e-05,2410758013,32057
"Mustela putorius furo","GL896917.1",18443651,348,1.8868281556618e-05,2410758013,32057
"Mustela putorius furo","GL896918.1",17988942,282,1.56762971385421e-05,2410758013,32057
"Mustela putorius furo","GL896919.1",16754675,112,6.68470143407736e-06,2410758013,32057
"Mustela putorius furo","GL896920.1",16543041,151,9.12770511781963e-06,2410758013,32057
"Mustela putorius furo","GL896921.1",16157387,278,1.7205752390532e-05,2410758013,32057
"Mustela putorius furo","GL896922.1",16050770,377,2.34879697360314e-05,2410758013,32057
"Mustela putorius furo","GL896923.1",15925649,270,1.69537831707832e-05,2410758013,32057
"Mustela putorius furo","GL896924.1",15727980,303,1.92650295842187e-05,2410758013,32057
"Mustela putorius furo","GL896925.1",15628772,336,2.14988100152718e-05,2410758013,32057
"Mustela putorius furo","GL896926.1",15480060,227,1.4664025850029e-05,2410758013,32057
"Mustela putorius furo","GL896927.1",15425804,154,9.98327218471076e-06,2410758013,32057
"Mustela putorius furo","GL896928.1",15004953,161,1.07297903565576e-05,2410758013,32057
"Mustela putorius furo","GL896929.1",14820502,216,1.45744051044965e-05,2410758013,32057
"Mustela putorius furo","GL896930.1",14542784,171,1.17584088438637e-05,2410758013,32057
"Mustela putorius furo","GL896931.1",14412233,129,8.95072956425281e-06,2410758013,32057
"Mustela putorius furo","GL896932.1",14402153,166,1.152605447255e-05,2410758013,32057
"Mustela putorius furo","GL896933.1",14323889,171,1.19380986546321e-05,2410758013,32057
"Mustela putorius furo","GL896934.1",13584638,119,8.75989481648315e-06,2410758013,32057
"Mustela putorius furo","GL896935.1",13566748,146,1.07616062449159e-05,2410758013,32057
"Mustela putorius furo","GL896936.1",13401118,224,1.67150233286506e-05,2410758013,32057
"Mustela putorius furo","GL896937.1",13248482,176,1.328454082513e-05,2410758013,32057
