"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Oryzias sinensis","VHIC01001664.1",7585817,345,4.54796101725101e-05,813986518,24022
"Oryzias sinensis","VHIC01001989.1",6934099,203,2.92756131690649e-05,813986518,24022
"Oryzias sinensis","VHIC01000376.1",5929748,152,2.56334670545865e-05,813986518,24022
"Oryzias sinensis","VHIC01001579.1",5906828,264,4.46940388309936e-05,813986518,24022
"Oryzias sinensis","VHIC01001672.1",5490980,199,3.62412538381127e-05,813986518,24022
"Oryzias sinensis","VHIC01000237.1",5350727,176,3.28927265397767e-05,813986518,24022
"Oryzias sinensis","VHIC01002144.1",5292216,145,2.73987305128891e-05,813986518,24022
"Oryzias sinensis","VHIC01000448.1",5243518,160,3.05138649280884e-05,813986518,24022
"Oryzias sinensis","VHIC01002132.1",5178993,182,3.5141966787752e-05,813986518,24022
"Oryzias sinensis","VHIC01000377.1",5011977,133,2.65364346245005e-05,813986518,24022
"Oryzias sinensis","VHIC01001049.1",4956723,198,3.99457464135075e-05,813986518,24022
"Oryzias sinensis","VHIC01002220.1",4865882,221,4.54182818243435e-05,813986518,24022
"Oryzias sinensis","VHIC01002234.1",4487129,202,4.50176493700092e-05,813986518,24022
"Oryzias sinensis","VHIC01000155.1",4421469,155,3.50562222645913e-05,813986518,24022
"Oryzias sinensis","VHIC01001891.1",4160177,75,1.80280790937501e-05,813986518,24022
"Oryzias sinensis","VHIC01001502.1",3963948,152,3.83456089736798e-05,813986518,24022
"Oryzias sinensis","VHIC01001922.1",3836182,138,3.59732671703272e-05,813986518,24022
"Oryzias sinensis","VHIC01000167.1",3736394,172,4.60336891666136e-05,813986518,24022
"Oryzias sinensis","VHIC01002230.1",3725264,189,5.07346593422641e-05,813986518,24022
"Oryzias sinensis","VHIC01001010.1",3674652,126,3.42889612404113e-05,813986518,24022
"Oryzias sinensis","VHIC01000343.1",3664389,164,4.47550737653672e-05,813986518,24022
"Oryzias sinensis","VHIC01001243.1",3606959,67,1.85752042094185e-05,813986518,24022
"Oryzias sinensis","VHIC01001321.1",3602487,122,3.38654934771451e-05,813986518,24022
"Oryzias sinensis","VHIC01000752.1",3582747,108,3.01444673598219e-05,813986518,24022
"Oryzias sinensis","VHIC01001648.1",3577714,85,2.37581874906714e-05,813986518,24022
"Oryzias sinensis","VHIC01001283.1",3522767,177,5.02445946609583e-05,813986518,24022
"Oryzias sinensis","VHIC01001175.1",3475745,236,6.78991122766486e-05,813986518,24022
"Oryzias sinensis","VHIC01000524.1",3423647,136,3.97237215168503e-05,813986518,24022
"Oryzias sinensis","VHIC01001274.1",3414022,180,5.27237375740402e-05,813986518,24022
"Oryzias sinensis","VHIC01000354.1",3326296,100,3.00634699978595e-05,813986518,24022
"Oryzias sinensis","VHIC01002285.1",3265968,104,3.1843545313365e-05,813986518,24022
"Oryzias sinensis","VHIC01000218.1",3254510,124,3.81009737256914e-05,813986518,24022
"Oryzias sinensis","VHIC01000430.1",3227233,125,3.87328711623859e-05,813986518,24022
"Oryzias sinensis","VHIC01000942.1",3202381,71,2.21710033877918e-05,813986518,24022
"Oryzias sinensis","VHIC01001876.1",3041693,100,3.28764276999684e-05,813986518,24022
"Oryzias sinensis","VHIC01001227.1",3041416,104,3.41945988315969e-05,813986518,24022
"Oryzias sinensis","VHIC01001643.1",3010311,73,2.42499861310011e-05,813986518,24022
"Oryzias sinensis","VHIC01001262.1",2962496,86,2.90295750610296e-05,813986518,24022
"Oryzias sinensis","VHIC01000219.1",2907928,71,2.44160103001175e-05,813986518,24022
"Oryzias sinensis","VHIC01001461.1",2888997,147,5.08827111970002e-05,813986518,24022
"Oryzias sinensis","VHIC01002183.1",2881051,98,3.40153645319017e-05,813986518,24022
"Oryzias sinensis","VHIC01000842.1",2869132,104,3.62478965763862e-05,813986518,24022
"Oryzias sinensis","VHIC01000678.1",2827091,83,2.93588002650074e-05,813986518,24022
"Oryzias sinensis","VHIC01000743.1",2811102,72,2.56127312349392e-05,813986518,24022
"Oryzias sinensis","VHIC01000438.1",2809564,80,2.84741689457866e-05,813986518,24022
"Oryzias sinensis","VHIC01000862.1",2778765,85,3.05891286236871e-05,813986518,24022
