"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Colobus angolensis palliatus","KN983729.1",35326507,195,5.51993436543273e-06,2970124662,27207
"Colobus angolensis palliatus","KN985655.1",30450947,302,9.91758975509038e-06,2970124662,27207
"Colobus angolensis palliatus","KN981601.1",30138891,279,9.25714220871631e-06,2970124662,27207
"Colobus angolensis palliatus","KN984781.1",27971852,235,8.40130285259625e-06,2970124662,27207
"Colobus angolensis palliatus","KN980495.1",27496150,270,9.81955655609967e-06,2970124662,27207
"Colobus angolensis palliatus","KN979718.1",24277319,145,5.97265291113899e-06,2970124662,27207
"Colobus angolensis palliatus","KN980051.1",23783011,136,5.71836761964244e-06,2970124662,27207
"Colobus angolensis palliatus","KN979385.1",23512408,249,1.05901530800248e-05,2970124662,27207
"Colobus angolensis palliatus","KN979829.1",23502949,144,6.12689071486306e-06,2970124662,27207
"Colobus angolensis palliatus","KN980829.1",21726897,98,4.51053825127445e-06,2970124662,27207
"Colobus angolensis palliatus","KN980162.1",20575453,184,8.94269496763935e-06,2970124662,27207
"Colobus angolensis palliatus","KN979384.1",19716903,287,1.45560385421585e-05,2970124662,27207
"Colobus angolensis palliatus","KN985766.1",19515036,274,1.40404557798407e-05,2970124662,27207
"Colobus angolensis palliatus","KN981158.1",19480255,123,6.31408572423718e-06,2970124662,27207
"Colobus angolensis palliatus","KN981269.1",19474990,122,6.26444480844406e-06,2970124662,27207
"Colobus angolensis palliatus","KN979496.1",19139330,246,1.28531145029633e-05,2970124662,27207
"Colobus angolensis palliatus","KN979940.1",18128975,153,8.43952843445369e-06,2970124662,27207
"Colobus angolensis palliatus","KN979607.1",17680267,173,9.78492010329935e-06,2970124662,27207
"Colobus angolensis palliatus","KN982784.1",16882541,103,6.10097733510613e-06,2970124662,27207
"Colobus angolensis palliatus","KN982681.1",16685579,294,1.76200058745339e-05,2970124662,27207
"Colobus angolensis palliatus","KN980384.1",16670845,176,1.05573532715348e-05,2970124662,27207
"Colobus angolensis palliatus","KN980496.1",15470603,81,5.23573644802339e-06,2970124662,27207
"Colobus angolensis palliatus","KN983522.1",14925541,120,8.03990957513701e-06,2970124662,27207
"Colobus angolensis palliatus","KN981490.1",14840850,67,4.51456621419932e-06,2970124662,27207
"Colobus angolensis palliatus","KN983836.1",14569982,154,1.05696767504586e-05,2970124662,27207
"Colobus angolensis palliatus","KN983310.1",14554755,101,6.93931295992272e-06,2970124662,27207
"Colobus angolensis palliatus","KN980938.1",14522853,198,1.36336847863157e-05,2970124662,27207
"Colobus angolensis palliatus","KN984570.1",14185119,102,7.19063407222738e-06,2970124662,27207
"Colobus angolensis palliatus","KN985644.1",13750039,53,3.8545345216839e-06,2970124662,27207
"Colobus angolensis palliatus","KN984046.1",13651311,74,5.42072479339164e-06,2970124662,27207
"Colobus angolensis palliatus","KN985711.1",13488606,82,6.07920492302911e-06,2970124662,27207
"Colobus angolensis palliatus","KN981935.1",13430856,126,9.38138269072351e-06,2970124662,27207
"Colobus angolensis palliatus","KN984364.1",13284376,80,6.02211199080785e-06,2970124662,27207
"Colobus angolensis palliatus","KN985833.1",13276302,73,5.49851909063232e-06,2970124662,27207
"Colobus angolensis palliatus","KN985767.1",13273130,101,7.60935815440669e-06,2970124662,27207
"Colobus angolensis palliatus","KN980273.1",13246081,195,1.4721335314196e-05,2970124662,27207
"Colobus angolensis palliatus","KN985689.1",12978727,54,4.16065458499898e-06,2970124662,27207
"Colobus angolensis palliatus","KN984465.1",12953760,110,8.49174293795778e-06,2970124662,27207
"Colobus angolensis palliatus","KN985700.1",12846578,66,5.13755491929446e-06,2970124662,27207
"Colobus angolensis palliatus","KN981824.1",12797210,263,2.05513545530627e-05,2970124662,27207
"Colobus angolensis palliatus","KN985878.1",12675881,208,1.6409115863426e-05,2970124662,27207
"Colobus angolensis palliatus","KN985778.1",12620302,75,5.9428054891238e-06,2970124662,27207
"Colobus angolensis palliatus","KN981602.1",12438654,130,1.04512915947336e-05,2970124662,27207
"Colobus angolensis palliatus","KN984991.1",12418398,63,5.07311812683085e-06,2970124662,27207
