species,contigName,contigSize.bp,contigGeneCount,contigGeneDens.genesPerBp,asmblySize.bp,asmblyGeneCount
Scophthalmus maximus,1,32119850,1404,4.37112875682794e-05,556679315,34453
Scophthalmus maximus,4,31577461,1391,4.405040671256e-05,556679315,34453
Scophthalmus maximus,5,30917075,6420,0.000207652243946104,556679315,34453
Scophthalmus maximus,7,28393506,1282,4.51511694258539e-05,556679315,34453
Scophthalmus maximus,12,27870118,1036,3.71724296251634e-05,556679315,34453
Scophthalmus maximus,6,27601780,1155,4.18451273794661e-05,556679315,34453
Scophthalmus maximus,9,26283457,1127,4.28786822068345e-05,556679315,34453
Scophthalmus maximus,11,26127079,1144,4.37859892412772e-05,556679315,34453
Scophthalmus maximus,10,25992650,1228,4.72441247814286e-05,556679315,34453
Scophthalmus maximus,13,25949660,963,3.71103128133471e-05,556679315,34453
Scophthalmus maximus,8,25851785,1152,4.45617198193471e-05,556679315,34453
Scophthalmus maximus,3,25665789,1047,4.0793602721506e-05,556679315,34453
Scophthalmus maximus,2,25180939,1050,4.16982067269215e-05,556679315,34453
Scophthalmus maximus,15,23583831,958,4.06210509225579e-05,556679315,34453
Scophthalmus maximus,14,23203612,911,3.92611288277015e-05,556679315,34453
Scophthalmus maximus,17,23140758,996,4.30409410097975e-05,556679315,34453
Scophthalmus maximus,16,22562637,953,4.22379706769204e-05,556679315,34453
Scophthalmus maximus,18,21926842,975,4.44660475959101e-05,556679315,34453
Scophthalmus maximus,19,21085167,1260,5.97576485877489e-05,556679315,34453
Scophthalmus maximus,20,20466349,849,4.14827285511451e-05,556679315,34453
Scophthalmus maximus,21,15987373,559,3.49650940151331e-05,556679315,34453
Scophthalmus maximus,22,15313470,742,4.84540734399192e-05,556679315,34453
Scophthalmus maximus,JABGBL010000105.1,734684,2438,0.00331843350338377,556679315,34453
Scophthalmus maximus,JABGBL010000122.1,663028,2695,0.0040646850510084,556679315,34453
Scophthalmus maximus,JABGBL010000051.1,396661,2,5.04208883656321e-06,556679315,34453
Scophthalmus maximus,JABGBL010000126.1,284748,2,7.0237543371683e-06,556679315,34453
Scophthalmus maximus,JABGBL010000027.1,267905,3,1.11979992907934e-05,556679315,34453
