"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Seriola dumerili","BDQW01000149.1",24919768,894,3.58751333479509e-05,677669644,23845
"Seriola dumerili","BDQW01000025.1",23673729,781,3.2990155458821e-05,677669644,23845
"Seriola dumerili","BDQW01000052.1",23266897,814,3.49853270077226e-05,677669644,23845
"Seriola dumerili","BDQW01000138.1",20917920,567,2.71059455242204e-05,677669644,23845
"Seriola dumerili","BDQW01000068.1",19971353,845,4.23106035930565e-05,677669644,23845
"Seriola dumerili","BDQW01000003.1",19189006,470,2.44931915702147e-05,677669644,23845
"Seriola dumerili","BDQW01000017.1",16034710,565,3.52360597728303e-05,677669644,23845
"Seriola dumerili","BDQW01000088.1",15361404,533,3.46973492787508e-05,677669644,23845
"Seriola dumerili","BDQW01000331.1",13580752,400,2.94534500004123e-05,677669644,23845
"Seriola dumerili","BDQW01000110.1",13400345,529,3.94765955652634e-05,677669644,23845
"Seriola dumerili","BDQW01000002.1",12271234,380,3.09667308112615e-05,677669644,23845
"Seriola dumerili","BDQW01000191.1",10174735,267,2.62414696795543e-05,677669644,23845
"Seriola dumerili","BDQW01000242.1",9236026,361,3.90860744653599e-05,677669644,23845
"Seriola dumerili","BDQW01000219.1",9006884,355,3.94142968866925e-05,677669644,23845
"Seriola dumerili","BDQW01000056.1",8719366,364,4.17461544795803e-05,677669644,23845
"Seriola dumerili","BDQW01000161.1",8607527,275,3.19487815722216e-05,677669644,23845
"Seriola dumerili","BDQW01000091.1",8489088,242,2.8507184752944e-05,677669644,23845
"Seriola dumerili","BDQW01000073.1",8481590,248,2.92398005562636e-05,677669644,23845
"Seriola dumerili","BDQW01000449.1",8392391,354,4.21810661586192e-05,677669644,23845
"Seriola dumerili","BDQW01000044.1",7885392,336,4.26104371222128e-05,677669644,23845
"Seriola dumerili","BDQW01000291.1",7675776,320,4.16895959444361e-05,677669644,23845
"Seriola dumerili","BDQW01000226.1",7090966,410,5.78200487775573e-05,677669644,23845
"Seriola dumerili","BDQW01000432.1",6718070,147,2.18812843569656e-05,677669644,23845
"Seriola dumerili","BDQW01000011.1",6709732,213,3.17449340748632e-05,677669644,23845
"Seriola dumerili","BDQW01000478.1",6540971,229,3.50100925382485e-05,677669644,23845
"Seriola dumerili","BDQW01000468.1",5923651,266,4.49047386485126e-05,677669644,23845
"Seriola dumerili","BDQW01000035.1",5923083,207,3.49480160922952e-05,677669644,23845
"Seriola dumerili","BDQW01000216.1",5864697,94,1.6028108528028e-05,677669644,23845
"Seriola dumerili","BDQW01000169.1",5812906,305,5.24694533164651e-05,677669644,23845
"Seriola dumerili","BDQW01000036.1",5748723,217,3.77475136652088e-05,677669644,23845
"Seriola dumerili","BDQW01000040.1",5723426,241,4.21076467136991e-05,677669644,23845
"Seriola dumerili","BDQW01000081.1",5389116,172,3.1916180687148e-05,677669644,23845
"Seriola dumerili","BDQW01000050.1",5131162,124,2.41660660879543e-05,677669644,23845
"Seriola dumerili","BDQW01001124.1",5032162,135,2.68274352057823e-05,677669644,23845
"Seriola dumerili","BDQW01000230.1",4940914,266,5.38361930606362e-05,677669644,23845
"Seriola dumerili","BDQW01000066.1",4857376,180,3.70570447912618e-05,677669644,23845
"Seriola dumerili","BDQW01000321.1",4826728,153,3.16984922291043e-05,677669644,23845
"Seriola dumerili","BDQW01000290.1",4805057,167,3.47550507725507e-05,677669644,23845
"Seriola dumerili","BDQW01000105.1",4585988,140,3.05277728594144e-05,677669644,23845
"Seriola dumerili","BDQW01000018.1",4404846,115,2.61076096644468e-05,677669644,23845
"Seriola dumerili","BDQW01000189.1",4266749,95,2.22651953513085e-05,677669644,23845
"Seriola dumerili","BDQW01000187.1",3877382,84,2.16641022215505e-05,677669644,23845
"Seriola dumerili","BDQW01001299.1",3720142,109,2.92999568296049e-05,677669644,23845
"Seriola dumerili","BDQW01000043.1",3708641,149,4.01764419904758e-05,677669644,23845
"Seriola dumerili","BDQW01000147.1",3518947,103,2.92701197261567e-05,677669644,23845
"Seriola dumerili","BDQW01000122.1",3464924,104,3.00150883540303e-05,677669644,23845
"Seriola dumerili","BDQW01000319.1",3370264,103,3.05614040917863e-05,677669644,23845
"Seriola dumerili","BDQW01000322.1",3345241,156,4.66334114642263e-05,677669644,23845
