"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Mesocricetus auratus","KB708127.1",79790405,1057,1.32472068540071e-05,2504908775,22283
"Mesocricetus auratus","KB708128.1",60928133,548,8.9942030555901e-06,2504908775,22283
"Mesocricetus auratus","KB708129.1",44330745,287,6.47406218866838e-06,2504908775,22283
"Mesocricetus auratus","KB708130.1",37932696,213,5.61520857889985e-06,2504908775,22283
"Mesocricetus auratus","KB708131.1",30845043,200,6.48402402940401e-06,2504908775,22283
"Mesocricetus auratus","KB708132.1",30421869,264,8.67796781322016e-06,2504908775,22283
"Mesocricetus auratus","KB708135.1",29822074,139,4.66097696625661e-06,2504908775,22283
"Mesocricetus auratus","KB708134.1",29670104,203,6.84190389086604e-06,2504908775,22283
"Mesocricetus auratus","KB708133.1",28733031,230,8.00472459727622e-06,2504908775,22283
"Mesocricetus auratus","KB708136.1",26256861,432,1.64528425541804e-05,2504908775,22283
"Mesocricetus auratus","KB708139.1",26018355,158,6.07263602944921e-06,2504908775,22283
"Mesocricetus auratus","KB708138.1",25144588,162,6.44273829422061e-06,2504908775,22283
"Mesocricetus auratus","KB708137.1",24937227,452,1.81255117098625e-05,2504908775,22283
"Mesocricetus auratus","KB708141.1",24491037,248,1.01261534985227e-05,2504908775,22283
"Mesocricetus auratus","KB708140.1",24332566,275,1.13017262544361e-05,2504908775,22283
"Mesocricetus auratus","KB708142.1",24043102,198,8.23521024866093e-06,2504908775,22283
"Mesocricetus auratus","KB708143.1",23545992,82,3.48254598914329e-06,2504908775,22283
"Mesocricetus auratus","KB708146.1",23338012,116,4.97043192882067e-06,2504908775,22283
"Mesocricetus auratus","KB708144.1",23119872,174,7.5259932234919e-06,2504908775,22283
"Mesocricetus auratus","KB708145.1",22253760,318,1.42897200293344e-05,2504908775,22283
"Mesocricetus auratus","KB708148.1",22071668,67,3.03556577599844e-06,2504908775,22283
"Mesocricetus auratus","KB708149.1",21526299,94,4.36675157211186e-06,2504908775,22283
"Mesocricetus auratus","KB708147.1",20666915,403,1.94997656882994e-05,2504908775,22283
"Mesocricetus auratus","KB708150.1",20494602,179,8.73400713026777e-06,2504908775,22283
"Mesocricetus auratus","KB708152.1",20268197,108,5.32854501068842e-06,2504908775,22283
"Mesocricetus auratus","KB708156.1",19995379,109,5.4512595135106e-06,2504908775,22283
"Mesocricetus auratus","KB708151.1",19910996,206,1.03460419559122e-05,2504908775,22283
"Mesocricetus auratus","KB708155.1",19544038,196,1.0028633796148e-05,2504908775,22283
"Mesocricetus auratus","KB708154.1",19452151,194,9.97319011146891e-06,2504908775,22283
"Mesocricetus auratus","KB708153.1",19412169,161,8.29376665739929e-06,2504908775,22283
"Mesocricetus auratus","KB708160.1",19385306,143,7.37672131665087e-06,2504908775,22283
"Mesocricetus auratus","KB708157.1",19353835,135,6.97536173063375e-06,2504908775,22283
"Mesocricetus auratus","KB708158.1",18220204,205,1.12512461441156e-05,2504908775,22283
"Mesocricetus auratus","KB708162.1",18054249,155,8.58523663875468e-06,2504908775,22283
"Mesocricetus auratus","KB708159.1",18013292,169,9.38196083203448e-06,2504908775,22283
"Mesocricetus auratus","KB708161.1",17774785,90,5.06335238372785e-06,2504908775,22283
"Mesocricetus auratus","KB708166.1",17264671,118,6.83476679051689e-06,2504908775,22283
"Mesocricetus auratus","KB708163.1",16966535,128,7.54426286805173e-06,2504908775,22283
"Mesocricetus auratus","KB708165.1",16574428,122,7.36073667217958e-06,2504908775,22283
"Mesocricetus auratus","KB708164.1",16514833,175,1.05965346425241e-05,2504908775,22283
"Mesocricetus auratus","KB708167.1",16010153,143,8.93183219423325e-06,2504908775,22283
"Mesocricetus auratus","KB708168.1",15698363,109,6.94339913021504e-06,2504908775,22283
"Mesocricetus auratus","KB708169.1",14687589,125,8.5105867273383e-06,2504908775,22283
"Mesocricetus auratus","KB708173.1",14681865,58,3.95045179886888e-06,2504908775,22283
