"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Saimiri boliviensis boliviensis","JH378105.1",72162052,786,1.08921514593293e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378106.1",71252344,533,7.48045566051834e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378107.1",58292249,464,7.9598918888856e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378108.1",54856640,481,8.76830954283748e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378109.1",50794693,359,7.06766748250649e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378110.1",49021937,482,9.83233281867259e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378111.1",46157118,413,8.94769903094903e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378112.1",45331107,472,1.04122760558219e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378113.1",44311105,547,1.23445353032835e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378114.1",44255708,304,6.86917041300074e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378115.1",43820709,498,1.13644897895194e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378116.1",39782659,268,6.73660350355164e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378117.1",39031659,294,7.5323470109226e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378118.1",37227512,345,9.26733970295947e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378119.1",36383700,337,9.26238947660628e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378120.1",32907957,275,8.35664152593855e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378121.1",31320352,195,6.22598366710566e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378122.1",30262601,321,1.06071517117778e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378123.1",29834108,291,9.75393666872829e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378124.1",28799539,214,7.43067449794943e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378125.1",27742158,262,9.44411029596183e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378126.1",27210278,128,4.70410482391984e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378127.1",26360658,233,8.83892958969385e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378128.1",25516302,110,4.31096951274523e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378129.1",25294431,216,8.53942909409585e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378130.1",24403887,149,6.10558473738221e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378131.1",24139186,200,8.28528352198786e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378132.1",23605852,148,6.26963178452529e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378133.1",23066823,157,6.80631225201667e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378134.1",22521080,281,1.24771991396505e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378135.1",21858291,232,1.06138215471649e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378136.1",21366645,245,1.14664702858123e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378137.1",21137282,430,2.03432021203105e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378138.1",20716200,142,6.85453895984785e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378139.1",19873202,217,1.09192268060275e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378140.1",19594188,221,1.12788547297801e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378141.1",19344684,315,1.62835433238403e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378142.1",19171412,195,1.01713947830238e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378143.1",18744880,158,8.42896833695388e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378144.1",18451090,169,9.15935047739727e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378145.1",18371965,154,8.38233689210708e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378146.1",17725628,186,1.04932812535612e-05,2608572064,27455
"Saimiri boliviensis boliviensis","JH378147.1",17632151,66,3.74316213603207e-06,2608572064,27455
"Saimiri boliviensis boliviensis","JH378148.1",17569346,141,8.02534140997622e-06,2608572064,27455
