"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Pseudonaja textilis","ULFR01000001.1",55112079,675,1.22477687695287e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000002.1",52943102,507,9.57631836532737e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000003.1",43900931,387,8.81530280075382e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000004.1",43082357,380,8.82031593582496e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000005.1",42455757,314,7.39593454899415e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000006.1",36356418,367,1.00945038094787e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000007.1",34020476,348,1.02291337722612e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000008.1",32235069,283,8.77925839091581e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000009.1",29885309,309,1.03395283615773e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000010.1",29778334,266,8.93266896663863e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000011.1",27954609,389,1.39154155223563e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000012.1",26182663,241,9.20456410411729e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000013.1",25726632,262,1.01839992114009e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000014.1",23374003,198,8.47094954167671e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000015.1",23178575,194,8.36979840218823e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000016.1",21601261,155,7.17550702248355e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000017.1",20984974,302,1.43912496627349e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000018.1",18253610,243,1.3312435184054e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000019.1",17603640,109,6.19190122042941e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000020.1",17425947,283,1.62401503918266e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000021.1",17062144,210,1.23079491065132e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000022.1",16788238,155,9.2326544334194e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000023.1",16606519,114,6.86477400832769e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000024.1",16578834,141,8.50482006153147e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000025.1",15902404,370,2.32669224099702e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000026.1",15582924,159,1.0203476574743e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000027.1",15304669,163,1.06503446758633e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000028.1",15102206,65,4.30400697752368e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000029.1",14817757,144,9.71807001559008e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000030.1",14754770,115,7.79408964016383e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000031.1",14685528,171,1.16441165751752e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000032.1",13518818,109,8.06283507922068e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000033.1",13068379,172,1.31615405399553e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000034.1",13060026,124,9.49462122050905e-06,1590035073,19217
"Pseudonaja textilis","ULFR01000035.1",12587759,187,1.48557022739314e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000036.1",12329696,132,1.07058600633787e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000037.1",12323587,128,1.03865863080287e-05,1590035073,19217
"Pseudonaja textilis","ULFR01000038.1",12195477,153,1.254563474639e-05,1590035073,19217
