"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Scleropages formosus","1",54115380,1942,3.58862859320215e-05,784546363,27252
"Scleropages formosus","2",43577283,1495,3.43068658043688e-05,784546363,27252
"Scleropages formosus","3",40850809,1586,3.8824200519505e-05,784546363,27252
"Scleropages formosus","4",39064107,1315,3.3662615146943e-05,784546363,27252
"Scleropages formosus","5",38535925,1335,3.46429987083481e-05,784546363,27252
"Scleropages formosus","6",38292110,1239,3.23565350668845e-05,784546363,27252
"Scleropages formosus","7",33206717,1052,3.16803374449814e-05,784546363,27252
"Scleropages formosus","8",32818754,1302,3.96724385087868e-05,784546363,27252
"Scleropages formosus","9",32798776,1082,3.29890359323165e-05,784546363,27252
"Scleropages formosus","10",31950756,1183,3.70257279671254e-05,784546363,27252
"Scleropages formosus","11",31084684,1026,3.30066086565332e-05,784546363,27252
"Scleropages formosus","12",29733308,934,3.14125828178957e-05,784546363,27252
"Scleropages formosus","13",29668380,1069,3.60316269375005e-05,784546363,27252
"Scleropages formosus","14",28155003,859,3.05096753141884e-05,784546363,27252
"Scleropages formosus","15",28024580,969,3.45767893756124e-05,784546363,27252
"Scleropages formosus","16",27323948,806,2.94979334611528e-05,784546363,27252
"Scleropages formosus","17",27284362,790,2.89543145630453e-05,784546363,27252
"Scleropages formosus","18",26243056,1138,4.33638521367329e-05,784546363,27252
"Scleropages formosus","19",25980614,785,3.02148363391258e-05,784546363,27252
"Scleropages formosus","20",25884345,955,3.68948876241605e-05,784546363,27252
"Scleropages formosus","21",25217654,923,3.66013428529077e-05,784546363,27252
"Scleropages formosus","22",24519324,844,3.44218299003676e-05,784546363,27252
"Scleropages formosus","23",22791526,872,3.82598339400354e-05,784546363,27252
"Scleropages formosus","24",21794140,702,3.22104932793861e-05,784546363,27252
"Scleropages formosus","25",19076140,827,4.33525860053449e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000024.1",755710,14,1.8525624909026e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000025.1",557473,21,3.7669985810972e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000026.1",451280,27,5.98298174082609e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000027.1",397165,7,1.76249165963768e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000028.1",363905,16,4.39675189953422e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000029.1",286953,21,7.31827163333368e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000030.1",244056,9,3.68767823778149e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000031.1",227390,8,3.51818461673776e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000032.1",225532,6,2.66037635457496e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000034.1",175597,7,3.98640067882709e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000035.1",162736,3,1.84347655097827e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000036.1",149098,5,3.35349904089927e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000037.1",137578,7,5.08802279434212e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000038.1",132049,2,1.51458928125166e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000039.1",129337,3,2.31952186922536e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000041.1",115834,3,2.58991315157898e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000042.1",113470,3,2.64387062659734e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000044.1",108773,3,2.75803738059997e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000045.1",97172,2,2.05820606759149e-05,784546363,27252
"Scleropages formosus","CAAHFQ010000001.1",86865,2,2.3024233005238e-05,784546363,27252
