"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Terrapene carolina triunguis","PRFB02000059.1",113249593,674,5.95145626704372e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000067.1",97862717,565,5.77339376342883e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000069.1",82718114,499,6.03253599326503e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000097.1",80351367,612,7.61654745712043e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000043.1",75615494,389,5.14444830579299e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000070.1",67922085,415,6.10994200192765e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000063.1",65546785,476,7.26198851705694e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000086.1",63889763,452,7.07468581468991e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000211.1",53774110,421,7.82904635706663e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000096.1",53449231,404,7.55857460325295e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000068.1",52833354,482,9.12302482253919e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000089.1",51464084,429,8.33591053519966e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000085.1",43847076,297,6.7735417522482e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000022.1",43319783,188,4.33981859973768e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000212.1",40824302,294,7.20159281596535e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000131.1",40105935,457,1.13948222376563e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000132.1",39642361,304,7.66856444297049e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000090.1",34345150,391,1.13844312806903e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000094.1",32939775,388,1.17790725650069e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000114.1",32333445,205,6.34018428905426e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000024.1",30598764,152,4.96752091032174e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000112.1",29829229,183,6.13492222678635e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000193.1",28558909,366,1.28156156105263e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000133.1",24648804,184,7.46486523240641e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000023.1",24249581,108,4.45368519975665e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000113.1",23570691,181,7.67902816256002e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000715.1",22406235,283,1.2630412918547e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000054.1",22381860,215,9.60599342503259e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000098.1",21568195,150,6.95468489597762e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000232.1",20470446,310,1.51437833841041e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000630.1",20239503,238,1.17591820312979e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000190.1",19496013,171,8.77102410631343e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000239.1",19180764,249,1.29817560968896e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000237.1",19054739,298,1.56391541232866e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000235.1",18740226,223,1.18995363236281e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000375.1",18485903,199,1.07649596560146e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000248.1",18410167,241,1.30905928229766e-05,2571267249,23232
"Terrapene carolina triunguis","PRFB02000839.1",18087745,110,6.08146565533736e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000140.1",16483243,117,7.09811776723792e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02035023.1",16311267,88,5.39504380622302e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02035099.1",16309093,88,5.39576296486874e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000018.1",16300485,51,3.12874126137965e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000180.1",16212219,61,3.76259412730608e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000019.1",16161644,54,3.34124424470679e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000137.1",15417491,106,6.87530805109599e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000559.1",15098221,112,7.41809250242131e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000234.1",14894193,143,9.60105727111231e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02000039.1",14184326,25,1.76250884250686e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02033912.1",14040704,112,7.97680800051052e-06,2571267249,23232
"Terrapene carolina triunguis","PRFB02033892.1",13965008,111,7.94843798156077e-06,2571267249,23232
