"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Chelydra serpentina","ML689093.1",85492995,478,5.59110135280674e-06,2401360239,21573
"Chelydra serpentina","ML689097.1",69955850,537,7.67627010464457e-06,2401360239,21573
"Chelydra serpentina","ML689129.1",58407642,349,5.97524549955295e-06,2401360239,21573
"Chelydra serpentina","ML689107.1",58344887,396,6.78722713097379e-06,2401360239,21573
"Chelydra serpentina","ML689098.1",50770768,454,8.9421534848557e-06,2401360239,21573
"Chelydra serpentina","ML689110.1",49678485,344,6.9245267845829e-06,2401360239,21573
"Chelydra serpentina","ML689087.1",49171975,323,6.5687823196038e-06,2401360239,21573
"Chelydra serpentina","ML689105.1",48903981,367,7.50450152514169e-06,2401360239,21573
"Chelydra serpentina","ML689109.1",47978935,279,5.81505195978193e-06,2401360239,21573
"Chelydra serpentina","ML689099.1",46305477,457,9.86924289755184e-06,2401360239,21573
"Chelydra serpentina","ML689127.1",42566471,276,6.4839765551624e-06,2401360239,21573
"Chelydra serpentina","ML689112.1",37791601,116,3.06946509093383e-06,2401360239,21573
"Chelydra serpentina","ML689113.1",37185417,114,3.06571793991177e-06,2401360239,21573
"Chelydra serpentina","ML689126.1",37164799,272,7.31875342578874e-06,2401360239,21573
"Chelydra serpentina","ML689134.1",34052097,313,9.1917980851517e-06,2401360239,21573
"Chelydra serpentina","ML689273.1",33542702,233,6.94636943678539e-06,2401360239,21573
"Chelydra serpentina","ML689167.1",31618224,223,7.05289455853055e-06,2401360239,21573
"Chelydra serpentina","ML689166.1",31537950,175,5.54887048777742e-06,2401360239,21573
"Chelydra serpentina","ML689106.1",30636690,357,1.16526948570489e-05,2401360239,21573
"Chelydra serpentina","ML689160.1",30376185,313,1.03041247608941e-05,2401360239,21573
"Chelydra serpentina","ML689130.1",29855447,139,4.65576683544547e-06,2401360239,21573
"Chelydra serpentina","ML689104.1",29391475,272,9.25438413689684e-06,2401360239,21573
"Chelydra serpentina","ML689374.1",24693836,131,5.30496760406119e-06,2401360239,21573
"Chelydra serpentina","ML689137.1",23967327,143,5.96645591725769e-06,2401360239,21573
"Chelydra serpentina","ML689101.1",23377086,219,9.36814793768565e-06,2401360239,21573
"Chelydra serpentina","ML689102.1",23023160,213,9.25155365293035e-06,2401360239,21573
"Chelydra serpentina","ML689111.1",22674870,210,9.2613540893509e-06,2401360239,21573
"Chelydra serpentina","ML689155.1",22309555,115,5.1547419928367e-06,2401360239,21573
"Chelydra serpentina","ML689304.1",21880035,140,6.39852724184399e-06,2401360239,21573
"Chelydra serpentina","ML689138.1",21866069,280,1.28052280453336e-05,2401360239,21573
"Chelydra serpentina","ML689074.1",21480879,171,7.96056809407101e-06,2401360239,21573
"Chelydra serpentina","ML689075.1",21137424,165,7.80606000049959e-06,2401360239,21573
"Chelydra serpentina","ML689162.1",21135443,287,1.35790860877626e-05,2401360239,21573
"Chelydra serpentina","ML689486.1",20820665,323,1.55134334085871e-05,2401360239,21573
"Chelydra serpentina","ML689140.1",20500134,139,6.7804434839304e-06,2401360239,21573
"Chelydra serpentina","ML689124.1",18967126,134,7.06485526589532e-06,2401360239,21573
"Chelydra serpentina","ML689159.1",18806095,108,5.74281901691978e-06,2401360239,21573
"Chelydra serpentina","ML689135.1",18792201,38,2.02211545097884e-06,2401360239,21573
"Chelydra serpentina","ML689157.1",18716226,250,1.33573937395285e-05,2401360239,21573
"Chelydra serpentina","ML689158.1",18648739,178,9.54488129197368e-06,2401360239,21573
"Chelydra serpentina","ML689151.1",18514016,131,7.07572036234602e-06,2401360239,21573
"Chelydra serpentina","ML689079.1",18180975,104,5.72026527730224e-06,2401360239,21573
"Chelydra serpentina","ML689133.1",18144983,202,1.11325538304445e-05,2401360239,21573
"Chelydra serpentina","ML689078.1",18137884,102,5.62358872732894e-06,2401360239,21573
"Chelydra serpentina","ML689168.1",18113800,297,1.63963387030883e-05,2401360239,21573
"Chelydra serpentina","ML689432.1",18100017,231,1.27624189524242e-05,2401360239,21573
"Chelydra serpentina","ML689250.1",17657531,106,6.00310428451181e-06,2401360239,21573
"Chelydra serpentina","ML689223.1",17360276,250,1.44006927078809e-05,2401360239,21573
"Chelydra serpentina","ML689262.1",16960372,75,4.42207281774244e-06,2401360239,21573
"Chelydra serpentina","ML689172.1",16274688,239,1.46853813725953e-05,2401360239,21573
"Chelydra serpentina","ML689143.1",16127613,85,5.27046376918891e-06,2401360239,21573
"Chelydra serpentina","ML689095.1",15697914,102,6.49767860876292e-06,2401360239,21573
