"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Myotis lucifugus","GL429767",64990205,522,8.03197958830873e-06,2034575300,25849
"Myotis lucifugus","GL429768",39494369,364,9.21650375019284e-06,2034575300,25849
"Myotis lucifugus","GL429769",32863254,319,9.70689025499422e-06,2034575300,25849
"Myotis lucifugus","GL429770",30916457,373,1.20647718462694e-05,2034575300,25849
"Myotis lucifugus","GL429771",22519077,213,9.4586469951677e-06,2034575300,25849
"Myotis lucifugus","GL429772",20945196,230,1.09810383249696e-05,2034575300,25849
"Myotis lucifugus","GL429773",20779464,198,9.52863846728674e-06,2034575300,25849
"Myotis lucifugus","GL429774",20299087,167,8.22697099628175e-06,2034575300,25849
"Myotis lucifugus","GL429775",18579217,207,1.11414813659801e-05,2034575300,25849
"Myotis lucifugus","GL429776",16450340,100,6.07890171266977e-06,2034575300,25849
"Myotis lucifugus","GL429777",16345109,269,1.64575225530769e-05,2034575300,25849
"Myotis lucifugus","GL429778",16239124,139,8.55957501155851e-06,2034575300,25849
"Myotis lucifugus","GL429780",15455535,97,6.27606873524598e-06,2034575300,25849
"Myotis lucifugus","GL429779",15345766,154,1.00353413443161e-05,2034575300,25849
"Myotis lucifugus","GL429781",15274826,178,1.16531605662808e-05,2034575300,25849
"Myotis lucifugus","GL429783",15202523,105,6.90674830750133e-06,2034575300,25849
"Myotis lucifugus","GL429782",15054126,109,7.24053990248255e-06,2034575300,25849
"Myotis lucifugus","GL429784",14577598,104,7.13423432310316e-06,2034575300,25849
"Myotis lucifugus","GL429785",13883066,140,1.00842277923335e-05,2034575300,25849
"Myotis lucifugus","GL429786",12433467,135,1.08577921186424e-05,2034575300,25849
"Myotis lucifugus","GL429789",12132627,106,8.73677234122503e-06,2034575300,25849
"Myotis lucifugus","GL429787",11920260,109,9.1440958502583e-06,2034575300,25849
"Myotis lucifugus","GL429788",11884854,99,8.32992984179696e-06,2034575300,25849
"Myotis lucifugus","GL429791",11223881,62,5.52393597187996e-06,2034575300,25849
"Myotis lucifugus","GL429790",11218282,122,1.08751054751521e-05,2034575300,25849
"Myotis lucifugus","GL429792",10646666,72,6.76268044850848e-06,2034575300,25849
"Myotis lucifugus","GL429795",10643064,182,1.71003387746236e-05,2034575300,25849
"Myotis lucifugus","GL429794",10593136,92,8.68486914545419e-06,2034575300,25849
"Myotis lucifugus","GL429793",10587614,99,9.35054866941692e-06,2034575300,25849
"Myotis lucifugus","GL429796",9872594,65,6.58388261484267e-06,2034575300,25849
"Myotis lucifugus","GL429799",9727728,34,3.49516351608515e-06,2034575300,25849
"Myotis lucifugus","GL429797",9679605,81,8.36811006234242e-06,2034575300,25849
"Myotis lucifugus","GL429798",9580343,59,6.15844338767412e-06,2034575300,25849
"Myotis lucifugus","GL429800",9258337,53,5.72457019008921e-06,2034575300,25849
"Myotis lucifugus","GL429801",9085641,54,5.94344416646002e-06,2034575300,25849
"Myotis lucifugus","GL429802",9082911,87,9.57842700429411e-06,2034575300,25849
"Myotis lucifugus","GL429805",8695340,156,1.79406440691221e-05,2034575300,25849
"Myotis lucifugus","GL429804",8659433,154,1.77840743152583e-05,2034575300,25849
"Myotis lucifugus","GL429803",8612855,64,7.4307532171388e-06,2034575300,25849
"Myotis lucifugus","GL429807",8426861,124,1.4714850523819e-05,2034575300,25849
"Myotis lucifugus","GL429806",8424078,62,7.35985587977699e-06,2034575300,25849
"Myotis lucifugus","GL429808",8201371,107,1.30465991600673e-05,2034575300,25849
"Myotis lucifugus","GL429809",7977881,51,6.39267494714449e-06,2034575300,25849
"Myotis lucifugus","GL429811",7961667,63,7.91291572480989e-06,2034575300,25849
