"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Nomascus leucogenys","2",163208435,1562,9.57058377528098e-06,2962060179,27826
"Nomascus leucogenys","3",157873769,1111,7.03726785670139e-06,2962060179,27826
"Nomascus leucogenys","4",152096393,1563,1.02763778231085e-05,2962060179,27826
"Nomascus leucogenys","5",143122389,1042,7.28048216131999e-06,2962060179,27826
"Nomascus leucogenys","X",141252148,1154,8.16978726581914e-06,2962060179,27826
"Nomascus leucogenys","22a",133034539,1414,1.06288187310515e-05,2962060179,27826
"Nomascus leucogenys","11",123690457,982,7.93917351279574e-06,2962060179,27826
"Nomascus leucogenys","1a",122973662,1119,9.099509454309e-06,2962060179,27826
"Nomascus leucogenys","6",121039945,1109,9.16226457307131e-06,2962060179,27826
"Nomascus leucogenys","9",118206036,871,7.36849004901916e-06,2962060179,27826
"Nomascus leucogenys","8",117381234,1312,1.11772551309181e-05,2962060179,27826
"Nomascus leucogenys","7b",115148730,1044,9.06653508032611e-06,2962060179,27826
"Nomascus leucogenys","15",110690730,1045,9.44071829682576e-06,2962060179,27826
"Nomascus leucogenys","13",110113093,1213,1.10159470318393e-05,2962060179,27826
"Nomascus leucogenys","12",109391073,1443,1.31912043682029e-05,2962060179,27826
"Nomascus leucogenys","10",106955855,1635,1.52866806590439e-05,2962060179,27826
"Nomascus leucogenys","18",104879549,1008,9.61102531056841e-06,2962060179,27826
"Nomascus leucogenys","16",100215132,669,6.67563856524182e-06,2962060179,27826
"Nomascus leucogenys","17",99891981,1254,1.25535602302251e-05,2962060179,27826
"Nomascus leucogenys","14",94967081,1044,1.09932830303587e-05,2962060179,27826
"Nomascus leucogenys","21",86207423,595,6.9019578511238e-06,2962060179,27826
"Nomascus leucogenys","20",85365473,524,6.13831308590067e-06,2962060179,27826
"Nomascus leucogenys","19",81552678,1057,1.29609477692443e-05,2962060179,27826
"Nomascus leucogenys","23",34552619,373,1.0795129596399e-05,2962060179,27826
"Nomascus leucogenys","25",32716333,271,8.28332441780685e-06,2962060179,27826
"Nomascus leucogenys","24",28733288,476,1.65661514268746e-05,2962060179,27826
"Nomascus leucogenys","GL397432.1",2866069,42,1.4654218024758e-05,2962060179,27826
"Nomascus leucogenys","GL397444.1",2617107,73,2.78933952643129e-05,2962060179,27826
"Nomascus leucogenys","GL397460.1",2193130,103,4.6964840205551e-05,2962060179,27826
"Nomascus leucogenys","GL397501.2",1485088,11,7.40696847594217e-06,2962060179,27826
"Nomascus leucogenys","GL397534.2",1299845,8,6.15457996915017e-06,2962060179,27826
"Nomascus leucogenys","GL397525.2",1200634,6,4.99735972827689e-06,2962060179,27826
"Nomascus leucogenys","JH996244.1",1114564,23,2.06358719642838e-05,2962060179,27826
"Nomascus leucogenys","GL397526.1",1093628,15,1.37158156155475e-05,2962060179,27826
"Nomascus leucogenys","GL397538.1",914426,23,2.5152390680055e-05,2962060179,27826
"Nomascus leucogenys","GL397566.1",718086,6,8.35554515754381e-06,2962060179,27826
"Nomascus leucogenys","JH996241.1",540987,7,1.29393127746138e-05,2962060179,27826
"Nomascus leucogenys","GL397581.1",494697,3,6.06431815838786e-06,2962060179,27826
"Nomascus leucogenys","GL397613.1",455154,4,8.78823431190322e-06,2962060179,27826
"Nomascus leucogenys","GL397620.1",448091,2,4.46337909040798e-06,2962060179,27826
"Nomascus leucogenys","GL397579.2",430379,4,9.29413377511449e-06,2962060179,27826
"Nomascus leucogenys","GL397632.1",352655,2,5.67126511746608e-06,2962060179,27826
"Nomascus leucogenys","GL397607.2",335829,7,2.08439414106584e-05,2962060179,27826
"Nomascus leucogenys","GL397644.1",304233,2,6.57390881331085e-06,2962060179,27826
"Nomascus leucogenys","GL397604.1",297174,6,2.01901916049183e-05,2962060179,27826
